"bgc_id"	"on_contig_edge"	"length_nt"	"gcf_id"	"orig_folder"	"orig_filename"
1568	0	41692	1422	GCA_003990705.1	AP018318.1.region002.gbk
1569	0	39809	1081	GCA_003990705.1	AP018318.1.region003.gbk
1570	0	20514	769	GCA_003990705.1	AP018318.1.region004.gbk
1571	0	22115	285	GCA_003990705.1	AP018318.1.region005.gbk
1572	0	18089	1146	GCA_003990705.1	AP018318.1.region006.gbk
1573	0	22466	514	GCA_003990705.1	AP018318.1.region007.gbk
1574	0	56950	1142	GCA_003990705.1	AP018318.1.region008.gbk
1575	0	84661	1787	GCA_003990705.1	AP018318.1.region009.gbk
1576	0	22271	340	GCA_003990705.1	AP018318.1.region010.gbk
1577	0	40911	1010	GCA_003990705.1	AP018318.1.region011.gbk
1578	0	42403	864	GCA_003990705.1	AP018318.1.region012.gbk
1579	0	52388	1699	GCA_003990705.1	AP018318.1.region013.gbk
1580	0	21908	668	GCA_003990705.1	AP018318.1.region014.gbk
1581	0	43518	333	GCA_003990705.1	AP018319.1.region001.gbk
1582	1	24925	58	GCA_003990705.1	AP018323.1.region001.gbk
1583	0	42194	1460	GCA_003994795.1	AP018269.1.region001.gbk
1584	0	43473	851	GCA_003994795.1	AP018269.1.region002.gbk
1585	0	41146	1468	GCA_003994795.1	AP018269.1.region003.gbk
1586	0	76778	1115	GCA_003994795.1	AP018269.1.region004.gbk
1587	0	45573	1250	GCA_003994795.1	AP018269.1.region005.gbk
1588	0	48791	1697	GCA_003994795.1	AP018269.1.region006.gbk
1589	0	51554	1683	GCA_003994795.1	AP018269.1.region007.gbk
1590	0	41083	650	GCA_003994795.1	AP018269.1.region008.gbk
1591	0	80278	1491	GCA_003994795.1	AP018269.1.region009.gbk
1592	0	23339	67	GCA_003994795.1	AP018269.1.region010.gbk
1593	0	21083	604	GCA_003994795.1	AP018269.1.region011.gbk
1594	0	20962	54	GCA_003994795.1	AP018269.1.region012.gbk
1595	0	41347	1284	GCA_003994795.1	AP018269.1.region013.gbk
1596	0	42077	1405	GCA_003994795.1	AP018269.1.region014.gbk
1597	0	21460	980	GCA_003994795.1	AP018269.1.region015.gbk
1598	0	22352	1051	GCA_003994795.1	AP018269.1.region016.gbk
1599	0	46564	994	GCA_003994795.1	AP018269.1.region017.gbk
1600	0	42775	1073	GCA_003994795.1	AP018269.1.region018.gbk
1601	0	20175	1129	GCA_003994795.1	AP018269.1.region019.gbk
1602	0	52287	1782	GCA_003994795.1	AP018269.1.region020.gbk
1603	0	20933	325	GCA_003994795.1	AP018269.1.region021.gbk
1604	0	22301	693	GCA_003994795.1	AP018269.1.region022.gbk
1605	0	42299	1061	GCA_003994795.1	AP018269.1.region023.gbk
1606	0	92627	1628	GCA_003994795.1	AP018270.1.region001.gbk
1607	1	82210	1626	GCA_003994795.1	AP018270.1.region002.gbk
1608	0	77277	1498	GCA_003994795.1	AP018272.1.region001.gbk
1609	1	20689	140	GCA_003994795.1	AP018273.1.region001.gbk
1610	0	19510	408	GCA_004209775.1	CP035914.1.region001.gbk
1611	0	23189	166	GCA_004209775.1	CP035914.1.region002.gbk
1612	0	20948	897	GCA_004209775.1	CP035914.1.region003.gbk
1613	1	18495	701	GCA_004296455.1	AP018277.1.region001.gbk
1614	0	74602	1675	GCA_004296455.1	AP018280.1.region001.gbk
1615	0	11677	286	GCA_004296455.1	AP018280.1.region002.gbk
1616	0	42667	1035	GCA_004296455.1	AP018280.1.region003.gbk
1617	0	17841	785	GCA_004296455.1	AP018280.1.region004.gbk
1618	0	53069	1800	GCA_004296455.1	AP018280.1.region005.gbk
1619	0	22403	555	GCA_004296455.1	AP018280.1.region006.gbk
1620	0	40091	1038	GCA_004296455.1	AP018280.1.region007.gbk
1621	0	23345	505	GCA_004296455.1	AP018280.1.region008.gbk
1622	0	23797	1239	GCA_004296455.1	AP018280.1.region009.gbk
1623	0	42283	500	GCA_004296455.1	AP018280.1.region010.gbk
1624	0	48166	1565	GCA_005577135.1	CP040360.1.region001.gbk
1625	0	20846	319	GCA_005577135.1	CP040360.1.region002.gbk
1626	0	43285	1254	GCA_005577135.1	CP040360.1.region003.gbk
1627	0	17465	296	GCA_005577135.1	CP040361.1.region001.gbk
1628	0	18941	352	GCA_006968745.1	CP030118.1.region001.gbk
1629	0	20904	39	GCA_006968745.1	CP030118.1.region002.gbk
1630	0	41225	1032	GCA_006968745.1	CP030118.1.region003.gbk
1631	0	53334	1768	GCA_006968745.1	CP030118.1.region004.gbk
1632	0	23384	736	GCA_006968745.1	CP030118.1.region005.gbk
1633	0	25412	632	GCA_006968745.1	CP030118.1.region006.gbk
1634	0	22489	347	GCA_006968745.1	CP030118.1.region007.gbk
1635	0	43675	1495	GCA_006968745.1	CP030118.1.region008.gbk
1636	0	23189	911	GCA_006968745.1	CP030118.1.region009.gbk
1637	0	41544	751	GCA_006968745.1	CP030118.1.region010.gbk
1638	0	112125	1763	GCA_006968745.1	CP030118.1.region011.gbk
1639	0	55548	1186	GCA_006968745.1	CP030118.1.region012.gbk
1640	0	43494	1390	GCA_006968745.1	CP030118.1.region013.gbk
1641	0	71275	1475	GCA_006968745.1	CP030118.1.region014.gbk
1642	0	20459	368	GCA_006968745.1	CP030118.1.region015.gbk
1643	0	37696	1118	GCA_006968745.1	CP030118.1.region016.gbk
1644	0	81241	1755	GCA_006968745.1	CP030118.1.region017.gbk
1645	0	46547	786	GCA_006968745.1	CP030118.1.region018.gbk
1646	0	20822	979	GCA_006968745.1	CP030118.1.region019.gbk
1647	0	75353	1289	GCA_006968745.1	CP030118.1.region020.gbk
1648	0	63588	1187	GCA_006968745.1	CP030118.1.region021.gbk
1649	0	62416	1835	GCA_006968745.1	CP030119.1.region001.gbk
1650	0	18941	352	GCA_006968915.1	CP030121.1.region001.gbk
1651	0	20904	39	GCA_006968915.1	CP030121.1.region002.gbk
1652	0	41225	1032	GCA_006968915.1	CP030121.1.region003.gbk
1653	0	53351	1768	GCA_006968915.1	CP030121.1.region004.gbk
1654	0	23384	736	GCA_006968915.1	CP030121.1.region005.gbk
1655	0	25412	632	GCA_006968915.1	CP030121.1.region006.gbk
1656	0	22489	347	GCA_006968915.1	CP030121.1.region007.gbk
1657	0	43804	1495	GCA_006968915.1	CP030121.1.region008.gbk
1658	0	23792	911	GCA_006968915.1	CP030121.1.region009.gbk
1659	0	41536	751	GCA_006968915.1	CP030121.1.region010.gbk
1660	0	112125	1763	GCA_006968915.1	CP030121.1.region011.gbk
1661	0	55532	1186	GCA_006968915.1	CP030121.1.region012.gbk
1662	0	43494	1390	GCA_006968915.1	CP030121.1.region013.gbk
1663	0	70836	1475	GCA_006968915.1	CP030121.1.region014.gbk
1664	0	20459	368	GCA_006968915.1	CP030121.1.region015.gbk
1665	0	37939	1118	GCA_006968915.1	CP030121.1.region016.gbk
1666	0	81241	1755	GCA_006968915.1	CP030121.1.region017.gbk
1667	0	46891	786	GCA_006968915.1	CP030121.1.region018.gbk
1668	0	20822	979	GCA_006968915.1	CP030121.1.region019.gbk
1669	0	76043	1289	GCA_006968915.1	CP030121.1.region020.gbk
1670	0	51766	1187	GCA_006968915.1	CP030121.1.region021.gbk
1671	0	62416	1835	GCA_006968915.1	CP030122.1.region001.gbk
1672	0	29457	743	GCA_007904085.1	CP042326.1.region001.gbk
1673	0	20930	526	GCA_007904085.1	CP042326.1.region002.gbk
1674	0	48344	1299	GCA_008121535.1	CP043056.1.region001.gbk
1675	0	29891	137	GCA_008121535.1	CP043056.1.region002.gbk
1676	0	45318	1500	GCA_008121535.1	CP043056.1.region003.gbk
1677	0	41234	771	GCA_008121535.1	CP043056.1.region004.gbk
1678	0	68320	1670	GCA_008121535.1	CP043056.1.region005.gbk
1679	0	41176	350	GCA_008121535.1	CP043056.1.region006.gbk
1680	0	54331	871	GCA_008121535.1	CP043056.1.region007.gbk
1681	0	20432	194	GCA_008121535.1	CP043056.1.region008.gbk
1682	0	22398	66	GCA_008121535.1	CP043056.1.region009.gbk
1683	0	87034	1834	GCA_008121535.1	CP043056.1.region010.gbk
1684	0	20126	127	GCA_008121535.1	CP043056.1.region011.gbk
1685	0	67898	1296	GCA_008121535.1	CP043056.1.region012.gbk
1686	0	42413	1040	GCA_008121535.1	CP043056.1.region013.gbk
1687	0	52110	1731	GCA_008121535.1	CP043056.1.region014.gbk
1688	0	21914	236	GCA_008121535.1	CP043056.1.region015.gbk
1689	0	46402	762	GCA_008121535.1	CP043056.1.region016.gbk
1690	0	21266	209	GCA_008386235.1	CP040671.1.region001.gbk
1691	0	19476	781	GCA_008386235.1	CP040671.1.region002.gbk
1692	0	21056	543	GCA_008386235.1	CP040671.1.region003.gbk
1693	0	19551	408	GCA_008807075.1	CP035632.1.region001.gbk
1694	0	41092	1220	GCA_008807075.1	CP035632.1.region002.gbk
1695	0	48730	1621	GCA_008807075.1	CP035632.1.region003.gbk
1696	0	20933	897	GCA_008807075.1	CP035632.1.region004.gbk
1697	0	19694	239	GCA_009372195.1	CP045226.1.region001.gbk
1698	0	20793	908	GCA_009372195.1	CP045226.1.region002.gbk
1699	0	22421	518	GCA_009372195.1	CP045226.1.region003.gbk
1700	0	52324	1703	GCA_009372195.1	CP045226.1.region004.gbk
1701	0	20933	358	GCA_009372195.1	CP045226.1.region005.gbk
1702	0	45976	962	GCA_009372195.1	CP045226.1.region006.gbk
1703	0	42384	95	GCA_009372195.1	CP045226.1.region007.gbk
1704	0	43930	1316	GCA_009372195.1	CP045226.1.region008.gbk
1705	0	108302	1813	GCA_009372195.1	CP045227.1.region001.gbk
1706	0	46629	1597	GCA_009372195.1	CP045227.1.region002.gbk
1707	0	106419	1681	GCA_009372195.1	CP045227.1.region003.gbk
1708	0	22306	369	GCA_009372195.1	CP045227.1.region004.gbk
1709	0	51971	957	GCA_009372195.1	CP045228.1.region001.gbk
1710	1	39486	1607	GCA_009372195.1	CP045229.1.region001.gbk
1711	1	21435	136	GCA_009372195.1	CP045231.1.region001.gbk
1712	0	54656	1665	GCA_009498015.1	CP034058.1.region001.gbk
1713	0	64743	1723	GCA_009498015.1	CP034058.1.region002.gbk
1714	0	59116	1661	GCA_009498015.1	CP034058.1.region003.gbk
1715	0	40540	437	GCA_009498015.1	CP034058.1.region004.gbk
1716	0	51485	1783	GCA_009498015.1	CP034058.1.region005.gbk
1717	0	58186	1650	GCA_009498015.1	CP034058.1.region006.gbk
1718	0	19730	301	GCA_009498015.1	CP034058.1.region007.gbk
1719	0	37869	1036	GCA_009498015.1	CP034058.1.region008.gbk
1720	0	22024	498	GCA_009498015.1	CP034058.1.region009.gbk
1721	0	64061	1583	GCA_009498015.1	CP034058.1.region010.gbk
1722	0	95913	1090	GCA_009498015.1	CP034058.1.region011.gbk
1723	0	41200	1377	GCA_009498015.1	CP034058.1.region012.gbk
1724	0	10034	41	GCA_009498015.1	CP034058.1.region013.gbk
1725	0	23177	360	GCA_009498015.1	CP034058.1.region014.gbk
1726	0	11821	152	GCA_009498015.1	CP034058.1.region015.gbk
1727	0	42085	1080	GCA_009498015.1	CP034058.1.region016.gbk
1728	0	21914	1124	GCA_009498015.1	CP034058.1.region017.gbk
1729	0	52177	1178	GCA_009498015.1	CP034058.1.region018.gbk
1730	0	42481	1180	GCA_009498015.1	CP034058.1.region019.gbk
1731	0	20076	806	GCA_009498715.2	CP034671.2.region001.gbk
1732	0	21236	837	GCA_009498715.2	CP034671.2.region002.gbk
1733	0	24597	631	GCA_009792235.1	CP046973.1.region001.gbk
1734	0	23893	495	GCA_009792235.1	CP046973.1.region002.gbk
1735	0	39418	1487	GCA_009792235.1	CP046973.1.region003.gbk
1736	0	47716	1509	GCA_009792235.1	CP046973.1.region004.gbk
1737	0	19289	25	GCA_009792235.1	CP046973.1.region005.gbk
1738	0	22298	441	GCA_009792235.1	CP046973.1.region006.gbk
1739	0	17372	175	GCA_009792235.1	CP046973.1.region007.gbk
1740	0	65988	1188	GCA_009792235.1	CP046973.1.region008.gbk
1741	0	64283	1428	GCA_009792235.1	CP046973.1.region009.gbk
1742	0	61216	1116	GCA_009792235.1	CP046973.1.region010.gbk
1743	0	21908	148	GCA_009792235.1	CP046973.1.region011.gbk
1744	1	70310	1583	GCA_009856605.1	CP047242.1.region001.gbk
1745	0	40149	1162	GCA_009856605.1	CP047242.1.region002.gbk
1746	0	19407	1124	GCA_009856605.1	CP047242.1.region003.gbk
1747	0	64743	1723	GCA_009856605.1	CP047242.1.region004.gbk
1748	0	37869	1036	GCA_009856605.1	CP047242.1.region005.gbk
1749	0	55729	1665	GCA_009856605.1	CP047242.1.region006.gbk
1750	0	42472	437	GCA_009856605.1	CP047242.1.region007.gbk
1751	0	22024	498	GCA_009856605.1	CP047242.1.region008.gbk
1752	0	41200	1377	GCA_009856605.1	CP047242.1.region009.gbk
1753	0	69379	1650	GCA_009856605.1	CP047242.1.region010.gbk
1754	0	20969	301	GCA_009856605.1	CP047242.1.region011.gbk
1755	0	51485	1783	GCA_009856605.1	CP047242.1.region012.gbk
1756	0	17752	324	GCA_009856605.1	CP047242.1.region013.gbk
1757	0	45098	903	GCA_009856605.1	CP047242.1.region014.gbk
1758	0	60862	1661	GCA_009856605.1	CP047242.1.region015.gbk
1759	0	23177	360	GCA_009856605.1	CP047243.1.region001.gbk
1760	0	65007	1090	GCA_009856605.1	CP047244.1.region001.gbk
1761	0	50027	1761	GCA_009873495.1	CP046703.1.region001.gbk
1762	0	62583	1354	GCA_009873495.1	CP046703.1.region002.gbk
1763	0	86576	1613	GCA_009873495.1	CP046703.1.region003.gbk
1764	0	22220	163	GCA_009873495.1	CP046703.1.region004.gbk
1765	0	42560	1179	GCA_009873495.1	CP046703.1.region005.gbk
1766	0	23309	67	GCA_009873495.1	CP046703.1.region006.gbk
1767	0	20264	1143	GCA_009873495.1	CP046703.1.region007.gbk
1768	0	93506	1838	GCA_009873495.1	CP046703.1.region008.gbk
1769	0	43581	1244	GCA_009873495.1	CP046703.1.region009.gbk
1770	0	42544	1301	GCA_009873495.1	CP046703.1.region010.gbk
1771	0	81836	1802	GCA_009873495.1	CP046703.1.region011.gbk
1772	0	41683	757	GCA_009873495.1	CP046703.1.region012.gbk
1773	0	60199	1661	GCA_009873495.1	CP046703.1.region013.gbk
1774	0	18763	125	GCA_009873495.1	CP046703.1.region014.gbk
1775	0	59712	1341	GCA_009873495.1	CP046703.1.region015.gbk
1776	0	39454	655	GCA_009873495.1	CP046703.1.region016.gbk
1777	0	42353	684	GCA_009873495.1	CP046703.1.region017.gbk
1778	0	20831	46	GCA_009873495.1	CP046703.1.region018.gbk
1779	0	47194	1569	GCA_009873495.1	CP046703.1.region019.gbk
1780	0	56141	1534	GCA_009873495.1	CP046703.1.region020.gbk
1781	0	24286	877	GCA_009873495.1	CP046704.1.region001.gbk
1782	0	23315	581	GCA_009873495.1	CP046705.1.region001.gbk
1783	1	28127	1521	GCA_009873495.1	CP046706.1.region001.gbk
1784	1	46311	1624	GCA_009873495.1	CP046706.1.region002.gbk
1785	0	18336	175	GCA_010196425.1	CP046058.1.region001.gbk
1786	0	42235	1487	GCA_010196425.1	CP046058.1.region002.gbk
1787	0	19535	206	GCA_010196425.1	CP046058.1.region003.gbk
1788	0	24133	273	GCA_010196425.1	CP046058.1.region004.gbk
1789	0	20810	83	GCA_010196425.1	CP046058.1.region005.gbk
1790	0	89337	1812	GCA_010196425.1	CP046058.1.region006.gbk
1791	0	55681	1774	GCA_010196425.1	CP046058.1.region007.gbk
1792	0	63164	1434	GCA_010196425.1	CP046058.1.region008.gbk
1793	0	34325	875	GCA_010196425.1	CP046058.1.region009.gbk
1794	0	42298	964	GCA_010196425.1	CP046058.1.region010.gbk
1795	0	20192	232	GCA_010196425.1	CP046058.1.region011.gbk
1796	0	48802	1552	GCA_010196425.1	CP046058.1.region012.gbk
1797	0	17902	706	GCA_010196425.1	CP046058.1.region013.gbk
1798	0	65277	1379	GCA_010196425.1	CP046058.1.region014.gbk
1799	0	20092	262	GCA_010222815.1	CP019225.1.region001.gbk
1800	0	19365	310	GCA_010222815.1	CP019225.1.region002.gbk
1801	0	20816	768	GCA_010222815.1	CP019225.1.region003.gbk
1802	0	41557	1381	GCA_011769525.1	CP050440.1.region001.gbk
1803	0	40985	654	GCA_011769525.1	CP050440.1.region002.gbk
1804	0	43813	1477	GCA_011769525.1	CP050440.1.region003.gbk
1805	0	46751	1320	GCA_011769525.1	CP050440.1.region004.gbk
1806	0	21911	15	GCA_011769525.1	CP050440.1.region005.gbk
1807	0	52665	1614	GCA_011769525.1	CP050440.1.region006.gbk
1808	0	18987	343	GCA_011769525.1	CP050440.1.region007.gbk
1809	0	42626	1071	GCA_011769525.1	CP050440.1.region008.gbk
1810	0	41764	443	GCA_011769525.1	CP050440.1.region009.gbk
1811	0	42815	907	GCA_011769525.1	CP050440.1.region010.gbk
1812	0	19659	879	GCA_011769525.1	CP050440.1.region011.gbk
1813	0	39450	896	GCA_011769525.1	CP050440.1.region012.gbk
1814	0	65887	1580	GCA_011769525.1	CP050440.1.region013.gbk
1815	0	23300	20	GCA_011769525.1	CP050440.1.region014.gbk
1816	0	42029	974	GCA_011769525.1	CP050440.1.region015.gbk
1817	0	41613	1255	GCA_011769525.1	CP050440.1.region016.gbk
1818	0	17809	885	GCA_011769525.1	CP050440.1.region017.gbk
1819	0	40893	481	GCA_011769525.1	CP050440.1.region018.gbk
1820	0	42320	724	GCA_011769525.1	CP050440.1.region019.gbk
1821	0	19884	482	GCA_011769525.1	CP050440.1.region020.gbk
1822	0	20933	298	GCA_011769525.1	CP050440.1.region021.gbk
1823	0	71163	1403	GCA_011769525.1	CP050440.1.region022.gbk
1824	0	22241	1011	GCA_011769525.1	CP050440.1.region023.gbk
1825	0	42607	342	GCA_011769525.1	CP050440.1.region024.gbk
1826	1	35026	58	GCA_011769525.1	CP050443.1.region001.gbk
1827	1	31614	451	GCA_011769525.1	CP050445.1.region001.gbk
1828	0	16852	152	GCA_012295525.1	CP051167.1.region001.gbk
1829	0	20933	235	GCA_012295525.1	CP051167.1.region002.gbk
1830	0	28483	336	GCA_012295525.1	CP051167.1.region003.gbk
1831	0	20903	119	GCA_012516315.1	CP051185.1.region001.gbk
1832	0	42316	305	GCA_012516315.1	CP051185.1.region002.gbk
1833	0	42080	1040	GCA_012516395.1	CP051206.1.region001.gbk
1834	0	45382	1275	GCA_012516395.1	CP051206.1.region002.gbk
1835	0	42259	350	GCA_012516395.1	CP051206.1.region003.gbk
1836	0	67991	1670	GCA_012516395.1	CP051206.1.region004.gbk
1837	0	51539	1731	GCA_012516395.1	CP051206.1.region005.gbk
1838	0	20370	236	GCA_012516395.1	CP051206.1.region006.gbk
1839	0	46723	1500	GCA_012516395.1	CP051206.1.region007.gbk
1840	0	23237	20	GCA_012516395.1	CP051206.1.region008.gbk
1841	0	48141	1299	GCA_012516395.1	CP051206.1.region009.gbk
1842	0	31070	552	GCA_012516395.1	CP051206.1.region010.gbk
1843	0	69630	1688	GCA_012516395.1	CP051206.1.region011.gbk
1844	0	22099	162	GCA_012516395.1	CP051206.1.region012.gbk
1845	0	16445	194	GCA_012516395.1	CP051206.1.region013.gbk
1846	0	20831	127	GCA_012516395.1	CP051206.1.region014.gbk
1847	0	59835	1296	GCA_012516395.1	CP051206.1.region015.gbk
1848	0	60882	1775	GCA_013177315.1	CP053661.1.region001.gbk
1849	0	20927	506	GCA_013177315.1	CP053661.1.region002.gbk
1850	0	23324	67	GCA_013343235.1	CP040094.1.region001.gbk
1851	0	40944	1301	GCA_013343235.1	CP040094.1.region002.gbk
1852	0	43591	1244	GCA_013343235.1	CP040094.1.region003.gbk
1853	0	41190	896	GCA_013343235.1	CP040094.1.region004.gbk
1854	0	20788	747	GCA_013343235.1	CP040094.1.region005.gbk
1855	0	116541	1802	GCA_013343235.1	CP040094.1.region006.gbk
1856	0	63384	1643	GCA_013343235.1	CP040094.1.region007.gbk
1857	0	92947	1809	GCA_013343235.1	CP040094.1.region008.gbk
1858	0	52076	1761	GCA_013343235.1	CP040094.1.region009.gbk
1859	0	92399	1838	GCA_013343235.1	CP040094.1.region010.gbk
1860	0	50839	1569	GCA_013343235.1	CP040094.1.region011.gbk
1861	0	69865	1297	GCA_013343235.1	CP040094.1.region012.gbk
1862	0	61883	1333	GCA_013343235.1	CP040094.1.region013.gbk
1863	0	36407	655	GCA_013343235.1	CP040094.1.region014.gbk
1864	0	41321	684	GCA_013343235.1	CP040094.1.region015.gbk
1865	0	18762	46	GCA_013343235.1	CP040094.1.region016.gbk
1866	0	42391	757	GCA_013343235.1	CP040094.1.region017.gbk
1867	0	20966	125	GCA_013343235.1	CP040094.1.region018.gbk
1868	0	41184	1170	GCA_013393905.1	CP040272.1.region001.gbk
1869	0	56145	1534	GCA_013393905.1	CP040272.1.region002.gbk
1870	0	41311	838	GCA_013393905.1	CP040272.1.region003.gbk
1871	0	111660	1505	GCA_013393905.1	CP040272.1.region004.gbk
1872	0	137247	1818	GCA_013393905.1	CP040272.1.region005.gbk
1873	0	29296	731	GCA_013393905.1	CP040272.1.region006.gbk
1874	0	16436	47	GCA_013393905.1	CP040272.1.region007.gbk
1875	0	102579	1842	GCA_013393905.1	CP040272.1.region008.gbk
1876	0	46957	1586	GCA_013393905.1	CP040272.1.region009.gbk
1877	0	20013	125	GCA_013393905.1	CP040272.1.region010.gbk
1878	0	20415	358	GCA_013393905.1	CP040272.1.region011.gbk
1879	0	22613	874	GCA_013393905.1	CP040272.1.region012.gbk
1880	0	64623	1068	GCA_013393905.1	CP040272.1.region013.gbk
1881	0	52309	1703	GCA_013393905.1	CP040272.1.region014.gbk
1882	0	42341	1278	GCA_013393905.1	CP040272.1.region015.gbk
1883	0	19797	1004	GCA_013393905.1	CP040272.1.region016.gbk
1884	0	45928	1347	GCA_013393905.1	CP040272.1.region017.gbk
1885	0	19204	237	GCA_013393905.1	CP040272.1.region018.gbk
1886	0	23309	371	GCA_013393905.1	CP040272.1.region019.gbk
1887	0	22358	88	GCA_013393905.1	CP040272.1.region020.gbk
1888	0	43141	1249	GCA_013393905.1	CP040272.1.region021.gbk
1889	1	36599	633	GCA_013393905.1	CP040272.1.region022.gbk
1890	1	37934	1111	GCA_013393905.1	CP040274.1.region001.gbk
1891	0	20717	520	GCA_013393905.1	CP040274.1.region002.gbk
1892	1	59084	1704	GCA_013393905.1	CP040275.1.region001.gbk
1893	1	43612	1689	GCA_013393905.1	CP040275.1.region002.gbk
1894	0	44836	1110	GCA_013393905.1	CP040276.1.region001.gbk
1895	0	49530	1761	GCA_013393925.1	CP040281.1.region001.gbk
1896	0	22220	163	GCA_013393925.1	CP040281.1.region002.gbk
1897	0	65143	1354	GCA_013393925.1	CP040281.1.region003.gbk
1898	0	70140	1419	GCA_013393925.1	CP040281.1.region004.gbk
1899	0	23309	67	GCA_013393925.1	CP040281.1.region005.gbk
1900	0	21317	1004	GCA_013393925.1	CP040281.1.region006.gbk
1901	0	20291	825	GCA_013393925.1	CP040281.1.region007.gbk
1902	0	20990	10	GCA_013393925.1	CP040281.1.region008.gbk
1903	0	94581	1838	GCA_013393925.1	CP040281.1.region009.gbk
1904	0	43580	1244	GCA_013393925.1	CP040281.1.region010.gbk
1905	0	41838	1301	GCA_013393925.1	CP040281.1.region011.gbk
1906	0	82865	1802	GCA_013393925.1	CP040281.1.region012.gbk
1907	0	40496	757	GCA_013393925.1	CP040281.1.region013.gbk
1908	0	56478	1661	GCA_013393925.1	CP040281.1.region014.gbk
1909	0	18824	125	GCA_013393925.1	CP040281.1.region015.gbk
1910	0	60434	1341	GCA_013393925.1	CP040281.1.region016.gbk
1911	0	35820	655	GCA_013393925.1	CP040281.1.region017.gbk
1912	0	42353	684	GCA_013393925.1	CP040281.1.region018.gbk
1913	0	20831	46	GCA_013393925.1	CP040281.1.region019.gbk
1914	0	47194	1569	GCA_013393925.1	CP040281.1.region020.gbk
1915	0	56131	1534	GCA_013393925.1	CP040281.1.region021.gbk
1916	0	27796	1206	GCA_013393925.1	CP040288.1.region001.gbk
1917	1	33973	878	GCA_013393925.1	CP040288.1.region002.gbk
1918	0	45317	1144	GCA_013393945.1	CP040297.1.region001.gbk
1919	0	76691	1836	GCA_013393945.1	CP040297.1.region002.gbk
1920	0	41159	1067	GCA_013393945.1	CP040297.1.region003.gbk
1921	0	20383	1456	GCA_013393945.1	CP040297.1.region004.gbk
1922	0	40038	896	GCA_013393945.1	CP040297.1.region005.gbk
1923	0	29308	867	GCA_013393945.1	CP040297.1.region006.gbk
1924	0	20310	937	GCA_013393945.1	CP040297.1.region007.gbk
1925	0	33392	782	GCA_013393945.1	CP040297.1.region008.gbk
1926	0	20933	636	GCA_013393945.1	CP040297.1.region009.gbk
1927	0	40265	222	GCA_013393945.1	CP040297.1.region010.gbk
1928	0	42385	913	GCA_013393945.1	CP040297.1.region011.gbk
1929	0	44349	1605	GCA_013393945.1	CP040297.1.region012.gbk
1930	0	57992	1737	GCA_013393945.1	CP040297.1.region013.gbk
1931	0	22456	570	GCA_013393945.1	CP040297.1.region014.gbk
1932	0	79079	1833	GCA_013393945.1	CP040297.1.region015.gbk
1933	0	50088	1166	GCA_014023275.1	CP054698.1.region001.gbk
1934	0	21093	1189	GCA_014023275.1	CP054698.1.region002.gbk
1935	0	45251	1107	GCA_014023275.1	CP054698.1.region003.gbk
1936	0	54843	1606	GCA_014023275.1	CP054698.1.region004.gbk
1937	0	21645	946	GCA_014023275.1	CP054698.1.region005.gbk
1938	0	23303	224	GCA_014023275.1	CP054698.1.region006.gbk
1939	0	19612	558	GCA_014023275.1	CP054698.1.region007.gbk
1940	0	98655	1346	GCA_014023275.1	CP054698.1.region008.gbk
1941	0	40984	1302	GCA_014023275.1	CP054698.1.region009.gbk
1942	0	20045	125	GCA_014023275.1	CP054698.1.region010.gbk
1943	0	18704	667	GCA_014023275.1	CP054698.1.region011.gbk
1944	0	21880	508	GCA_014023275.1	CP054698.1.region012.gbk
1945	0	49874	1724	GCA_014023275.1	CP054698.1.region013.gbk
1946	0	53435	1195	GCA_014023275.1	CP054698.1.region014.gbk
1947	0	22235	381	GCA_014023275.1	CP054698.1.region015.gbk
1948	0	44614	1319	GCA_014023275.1	CP054698.1.region016.gbk
1949	0	43795	1244	GCA_014023275.1	CP054698.1.region017.gbk
1950	0	40787	1190	GCA_014023275.1	CP054698.1.region018.gbk
1951	0	52249	1703	GCA_014023275.1	CP054698.1.region019.gbk
1952	0	96504	1845	GCA_014023275.1	CP054698.1.region020.gbk
1953	0	160399	1876	GCA_014023275.1	CP054698.1.region021.gbk
1954	0	65487	1137	GCA_014023275.1	CP054698.1.region022.gbk
1955	0	20089	897	GCA_014217855.1	CP059059.1.region001.gbk
1956	0	21242	408	GCA_014217855.1	CP059059.1.region002.gbk
1957	0	20954	922	GCA_014217875.1	CP059060.1.region001.gbk
1958	0	20933	897	GCA_014217875.1	CP059060.1.region002.gbk
1959	0	41140	1308	GCA_014250495.1	CP060212.1.region001.gbk
1960	0	20903	119	GCA_014250495.1	CP060212.1.region002.gbk
1961	0	39094	577	GCA_014250495.1	CP060212.1.region003.gbk
1962	0	42316	305	GCA_014250495.1	CP060212.1.region004.gbk
1963	0	19418	408	GCA_014279535.1	CP047937.1.region001.gbk
1964	0	20909	897	GCA_014279535.1	CP047937.1.region002.gbk
1965	0	18925	408	GCA_014279555.1	CP047959.1.region001.gbk
1966	0	41095	1329	GCA_014279555.1	CP047959.1.region002.gbk
1967	0	21986	101	GCA_014279555.1	CP047959.1.region003.gbk
1968	0	20909	897	GCA_014279555.1	CP047959.1.region004.gbk
1969	0	20617	408	GCA_014279575.1	CP047934.1.region001.gbk
1970	0	20909	897	GCA_014279575.1	CP047934.1.region002.gbk
1971	0	20006	408	GCA_014279595.1	CP047943.1.region001.gbk
