"proto_gene_id"	"bgc_id"	"proto_length"	"contig_name"	"proto_start_nt"	"proto_end_nt"	"bgc_annotation_id"	"proto_class"	"proto_category"
454380512	2357234	33186	NZ_JADEXT010000007.1	67513	100698	11238493	betalactone	other
455356166	2362434	5640	NZ_WBKN01000190.1	1	5640	11263279	t1pks	pks
459533347	2385329	20909	NZ_JAAORI010000002.1	60013	80921	11371781	terpene	terpene
460379838	2389568	53467	NZ_JABXYX010000049.1	1	53467	11391792	nrps	nrps
460379844	2389568	39596	NZ_JABXYX010000049.1	1	39596	11391792	t1pks	pks
460380140	2389568	13764	NZ_JABXYX010000049.1	39704	53467	11391792	microviridin	ripp
460384416	2389589	24343	NZ_JABXYX010000095.1	1	24343	11391895	nrps-like	nrps
1943257271	12022001	43795	JADBVM010000113.1	25733	69527	56460692	nrps-like	nrps
1943257318	12022001	40449	JADBVM010000113.1	29723	70171	56460692	t1pks	pks
1943257416	12022001	29609	JADBVM010000113.1	40563	70171	56460692	t3pks	pks
464565608	2411226	42511	NZ_JACERF010000018.1	26151	68661	11494993	lanthipeptide-class-v	ripp
464652467	2411718	20864	NZ_JAAMUW010000001.1	1344	22207	11497335	terpene	terpene
1943195977	12021581	2565	JADBVN010000331.1	1	2565	56458706	nrps-like	nrps
466630492	2421321	20909	NZ_VTLE01000008.1	19901	40809	11543133	terpene	terpene
1943255607	12021993	23946	JADBVM010000095.1	1	23946	56460651	t1pks	pks
467027464	2423425	94762	NZ_JAJDMN010000001.1	751103	845864	11553133	nrps	nrps
467027538	2423425	46223	NZ_JAJDMN010000001.1	777660	823882	11553133	betalactone	other
467027742	2423425	20147	NZ_JAJDMN010000001.1	824575	844721	11553133	microviridin	ripp
467028767	2423427	20198	NZ_JAJDMN010000001.1	948718	968915	11553141	terpene	terpene
467029115	2423428	32541	NZ_JAJDMN010000001.1	1200226	1232766	11553146	cyanobactin	ripp
467029883	2423432	57394	NZ_JAJDMN010000001.1	2989203	3046596	11553164	nrps	nrps
467029953	2423432	44245	NZ_JAJDMN010000001.1	3008841	3053085	11553164	nrps-like	nrps
467031801	2423442	19305	NZ_JAJDMN010000001.1	3654153	3673457	11553208	terpene	terpene
467032226	2423445	20819	NZ_JAJDMN010000001.1	3736599	3757417	11553219	terpene	terpene
467032904	2423451	41158	NZ_JAJDMN010000001.1	4278196	4319353	11553247	ladderane	other
1946830647	12045717	24064	JADBSM010000105.1	1	24064	56573838	t1pks	pks
467576992	2426794	26728	NZ_JAIVFV010000040.1	1	26728	11569266	nrps	nrps
467577000	2426794	20470	NZ_JAIVFV010000040.1	2	20471	11569266	nrps-like	nrps
469307723	2436086	11679	NZ_PJIZ01000178.1	1	11679	11613468	lassopeptide	ripp
1945327265	12035674	18961	JADBTX010000060.1	12915	31875	56525827	lap	ripp
476357925	2473472	12043	NZ_JAMXFB010000011.1	128023	140065	11791307	ripp-like	ripp
481776857	2499555	9911	NZ_JAOIQA010000024.1	1	9911	11915856	terpene	terpene
482110343	2501647	17605	NZ_JAQMSX010000137.1	1	17605	11925727	terpene	terpene
482124882	2501741	16284	NZ_JAQMSE010000149.1	6076	22359	11926183	terpene	terpene
482127938	2501759	46666	NZ_JAQMSN010000271.1	13009	59674	11926278	t1pks	pks
482128478	2501759	31682	NZ_JAQMSN010000271.1	27993	59674	11926278	nrps-like	nrps
482132118	2501785	15461	NZ_JAQMSL010000326.1	1	15461	11926396	t1pks	pks
482132138	2501785	15461	NZ_JAQMSL010000326.1	1	15461	11926396	nrps-like	nrps
482132154	2501785	15461	NZ_JAQMSL010000326.1	1	15461	11926396	nrps	nrps
482155463	2501952	32511	NZ_JAQMSZ010000225.1	1	32511	11927192	nrps	nrps
482182126	2502092	62346	NZ_JAQMTJ010000258.1	14800	77145	11927898	t1pks	pks
482182134	2502092	42873	NZ_JAQMTJ010000258.1	15016	57888	11927898	nrps	nrps
482182292	2502092	31860	NZ_JAQMTJ010000258.1	45285	77144	11927898	nrps-like	nrps
482182312	2502092	30059	NZ_JAQMTJ010000258.1	47087	77145	11927898	nrps	nrps
482190831	2502144	14466	NZ_JAQMTF010000095.1	17824	32289	11928148	terpene	terpene
482194931	2502169	9761	NZ_JAQMTC010000061.1	1	9761	11928269	nrps-like	nrps
482206453	2502257	20784	NZ_JAQMSI010000016.1	1	20784	11928688	hgle-ks	pks
482206454	2502257	20784	NZ_JAQMSI010000016.1	1	20784	11928688	t1pks	pks
1943659639	12024695	8452	JADBVD010000173.1	1	8452	56473477	t1pks	pks
1945443591	12036442	19291	JADBTU010000301.1	13355	32645	56529484	terpene	terpene
1943986684	12026834	23946	JADBVA010000110.1	1	23946	56483711	t1pks	pks
1943855894	12025983	13810	JADBVC010000181.1	1	13810	56479633	nrps	nrps
492584391	2555617	22289	DS989864.1	38866	61154	12183150	lap	ripp
494415488	2566473	23276	HE973580.1	326287	349562	12232693	lanthipeptide-class-ii	ripp
494415496	2566473	47155	HE973580.1	328203	375357	12232693	t1pks	pks
494415533	2566473	55337	HE973580.1	335424	390760	12232693	nrp-metallophore	nrps
494415534	2566473	55337	HE973580.1	335424	390760	12232693	nrps	nrps
494418680	2566490	41149	HE973587.1	325066	366214	12232775	resorcinol	other
494418807	2566490	20933	HE973587.1	361451	382383	12232775	terpene	terpene
494420508	2566497	20180	HE973763.1	211238	231417	12232805	rre-containing	ripp
494420516	2566497	22007	HE973763.1	211529	233535	12232805	lap	ripp
494421058	2566498	20810	HE973763.1	239754	260563	12232816	terpene	terpene
494427475	2566529	12523	HE972935.1	1	12523	12232964	t1pks	pks
494427477	2566529	12523	HE972935.1	1	12523	12232964	nrps-like	nrps
498789968	2591913	12174	AVFT01000056.1	21834	34007	12344429	terpene	terpene
499150124	2594165	9246	AXAQ01000425.1	1	9246	12353950	lanthipeptide-class-v	ripp
504886362	2623030	15258	JFLJ01000108.1	73111	88368	12486287	terpene	terpene
517566717	2688762	32607	LIUQ01000014.1	15355	47961	12792260	cyanobactin	ripp
517566942	2688763	33330	LIUQ01000014.1	95370	128699	12792265	nrps	nrps
517829159	2690528	21935	LJZT01000035.1	7807	29741	12800195	terpene	terpene
528668812	2752690	12627	MNZA01000141.1	17379	30005	13085962	terpene	terpene
532670403	2776641	26677	NOLK01000110.1	1	26677	13193336	t1pks	pks
532670406	2776641	26677	NOLK01000110.1	1	26677	13193336	nrps	nrps
532670704	2776641	6107	NOLK01000110.1	20571	26677	13193336	ectoine	other
533859971	2785664	10300	DCNZ01000186.1	1	10300	13232160	rre-containing	ripp
534341407	2790074	13567	DDLS01000193.1	1	13567	13249947	nrps	nrps
535200106	2798051	21272	DFRI01000029.1	1133	22404	13282407	terpene	terpene
540024556	2833995	42189	LAHI01000074.1	1	42189	13438266	hgle-ks	pks
540024560	2833995	42189	LAHI01000074.1	1	42189	13438266	t1pks	pks
541596497	2845066	55143	NMQC01000042.1	4321	59463	13486526	nrps	nrps
541596531	2845066	49495	NMQC01000042.1	9969	59463	13486526	t1pks	pks
541904173	2846885	5630	NJHV01000251.1	1	5630	13495010	nrps	nrps
541914155	2846938	38586	NJHU01000047.1	31298	69883	13495249	lanthipeptide-class-v	ripp
543109404	2854468	20235	PXPU01000213.1	945	21179	13528616	terpene	terpene
543594684	2857247	8685	BDSM01000074.1	1	8685	13541701	nrps-like	nrps
543594686	2857247	8685	BDSM01000074.1	1	8685	13541701	microviridin	ripp
547684674	2888899	27565	DMEQ01000420.1	1	27565	13683445	nrp-metallophore	nrps
547684676	2888899	27565	DMEQ01000420.1	1	27565	13683445	nrps	nrps
547763463	2889717	15869	DMJW01000614.1	1	15869	13687268	nrps	nrps
548311329	2894909	51512	DNOZ01000415.1	1	51512	13711818	nrps	nrps
548359903	2895423	10378	DNYC01000114.1	1	10378	13714236	nrps-like	nrps
548518245	2897039	21914	DOPZ01000127.1	963	22876	13721839	terpene	terpene
561814952	2988291	10843	QMEC01000043.1	39474	50316	14136511	microviridin	ripp
582322928	3127822	20930	JAHREW010000002.1	197616	218545	14772594	terpene	terpene
602558463	3270605	6630	JANZYY010000283.1	1	6630	15401364	nrps	nrps
634520587	3477635	16471	NZ_NRTA01000066.1	1	16471	16320130	terpene	terpene
635289910	3482148	32888	NZ_LAGY01000067.1	41967	74854	16341555	mycosporine-like	nrps
635308587	3482249	22304	NZ_LAGX01000021.1	33849	56152	16342034	lap	ripp
635308643	3482249	23312	NZ_LAGX01000021.1	47719	71030	16342034	lanthipeptide-class-ii	ripp
635314251	3482280	22396	NZ_LAGX01000043.1	40477	62872	16342184	redox-cofactor	ripp
635366180	3482551	18801	NZ_LAHD01000131.1	5694	24494	16343501	lap	ripp
635386902	3482679	32290	NZ_LAHF01000130.1	1	32290	16344117	lanthipeptide-class-v	ripp
635991243	3486025	11582	NZ_NGZX01000106.1	1	11582	16360052	terpene	terpene
635991839	3486029	2699	NZ_NGZX01000108.1	1	2699	16360072	resorcinol	other
636031778	3486252	10696	NZ_NMQF01000405.1	1	10696	16361157	lassopeptide	ripp
636032947	3486261	20987	NZ_NHAE01000107.1	29806	50792	16361200	terpene	terpene
637207194	3493035	17628	NZ_PVWJ01000111.1	1	17628	16393393	nrps	nrps
637207195	3493035	17628	NZ_PVWJ01000111.1	1	17628	16393393	t1pks	pks
637217293	3493092	20927	NZ_PVWN01000008.1	41058	61984	16393666	terpene	terpene
913269608	5399250	4324	CANGSH010000325.1	1	4324	25188584	nrps	nrps
913971982	5403465	10173	CANLCW010000155.1	1	10173	25207850	terpene	terpene
915168671	5410534	16162	CANNAY010000062.1	1	16162	25240205	t1pks	pks
935292034	5526426	5266	CAJAZO010000278.1	1	5266	25773100	terpene	terpene
938625310	5545503	21443	JACAEU010000023.1	1	21443	25861362	t1pks	pks
938625313	5545503	21443	JACAEU010000023.1	1	21443	25861362	nrps-like	nrps
938625315	5545503	21443	JACAEU010000023.1	1	21443	25861362	nrps	nrps
1224177398	7321037	21284	JNAM01000010.1	260036	281319	34191231	terpene	terpene
1234978081	7387622	11447	ALVZ01000061.1	1	11447	34515766	rre-containing	ripp
1296190450	7761196	30057	JADQBA010000109.1	1	30057	36335746	t3pks	pks
1296190456	7761196	23184	JADQBA010000109.1	1	23184	36335746	indole	other
1321657166	7928898	37155	CAKZJY010000074.1	14258	51412	37135721	nrps-like	nrps
1323248939	7940803	11210	JAHHGW010000036.1	1	11210	37187842	microviridin	ripp
1323249075	7940804	22358	JAHHGW010000036.1	122242	144599	37187849	terpene	terpene
1323249378	7940806	43204	JAHHGW010000036.1	301182	344385	37187857	nrps-like	nrps
1325623434	7958877	20930	CAMDPH010000005.1	19681	40610	37266995	terpene	terpene
1326338380	7964728	20930	AFJC01000004.1	49923	70852	37292933	terpene	terpene
1326338387	7964728	42778	AFJC01000004.1	50542	93319	37292933	nrps-like	nrps
1327583745	7974697	7415	CALHGO010000015.1	1	7415	37337439	lassopeptide	ripp
1329627585	7991300	3603	CALJPF010000429.1	1	3603	37411072	terpene	terpene
1337483737	8053830	21284	JFNI01000048.1	71903	93186	37685313	terpene	terpene
1348537020	8129159	42403	LXQD01000328.1	1	42403	38022965	t1pks	pks
1348537042	8129159	52594	LXQD01000328.1	2422	55015	38022965	nrps	nrps
1348537860	8129161	20831	LXQD01000328.1	58489	79319	38022974	terpene	terpene
1352223380	8153056	21748	LAHH01000069.1	1	21748	38131317	lanthipeptide-class-ii	ripp
1352223394	8153056	20612	LAHH01000069.1	8024	28635	38131317	proteusin	ripp
1368966978	8268182	4234	CAJQOK010000086.1	1	4234	38649686	nrps	nrps
1369451614	8271848	37532	JADEXR010000043.1	7566	45097	38665745	mycosporine-like	nrps
1369712378	8273779	2220	AJHB01001830.1	1	2220	38674185	nrps	nrps
1372540881	8294659	8083	CAKZMA010000766.1	1	8083	38764997	lanthipeptide-class-ii	ripp
1377470721	8331084	21284	JFLO01000040.1	14296	35579	38927052	terpene	terpene
1377683408	8332848	20844	LVHN01000013.1	106542	127385	38934842	terpene	terpene
1377683540	8332849	20942	LVHN01000013.1	350886	371827	38934846	terpene	terpene
1380430118	8355138	20813	JPSP01000006.1	39983	60795	39033744	terpene	terpene
1393062407	8467262	20909	QCIP01000004.1	87696	108604	39527155	terpene	terpene
1395937812	8495996	52308	OMJX01000005.1	75391	127698	39650978	hgle-ks	pks
1395937885	8495996	42373	OMJX01000005.1	113763	156135	39650978	lanthipeptide-class-v	ripp
1397270796	8509582	21212	QCGN01000006.1	6485	27696	39709027	terpene	terpene
1397590438	8512582	4591	RGNC01000155.1	1	4591	39721870	terpene	terpene
1397768501	8514069	20121	QCEN01000013.1	1	20121	39728241	terpene	terpene
1398344350	8519240	7634	RPQW01000014.1	1	7634	39750414	cyanobactin	ripp
1399591118	8530125	39922	SFAX01000028.1	723	40644	39797696	nrps	nrps
1400615687	8538661	4394	SFAI01000018.1	1	4394	39834735	nrps	nrps
1401416368	8545684	2855	PKDM01000363.1	1	2855	39865522	terpene	terpene
1401547250	8546817	51540	SFAA01000057.1	6498	58037	39870498	nrps	nrps
1401547280	8546817	44260	SFAA01000057.1	20282	64541	39870498	nrps-like	nrps
1402302432	8553336	2863	JAOKRD010000060.1	1	2863	39898976	thioamitides	ripp
1403820733	8564985	20843	JAHHHZ010000008.1	1	20843	39950579	terpene	terpene
1403852190	8565197	36629	JAHHHK010000048.1	1	36629	39951527	lanthipeptide-class-v	ripp
1404173410	8567649	46827	JAQMTK010000184.1	11391	58217	39962464	nrps	nrps
1404365290	8569231	11020	JAQMSH010000020.1	1	11020	39969468	t1pks	pks
1404365291	8569231	11020	JAQMSH010000020.1	1	11020	39969468	nrps-like	nrps
1404365292	8569231	11020	JAQMSH010000020.1	1	11020	39969468	nrps	nrps
1404571767	8570850	35761	JAQMSE010000255.1	1	35761	39976582	hgle-ks	pks
1404762876	8572410	37540	JAQMTA010000156.1	1	37540	39983357	hgle-ks	pks
1404762883	8572410	30280	JAQMTA010000156.1	1	30280	39983357	t1pks	pks
1405158473	8575623	2583	JAQMTL010001021.1	1	2583	39997642	terpene	terpene
1405505505	8578544	21998	JAGHZN010000033.1	9587	31584	40010462	cyanobactin	ripp
1405618182	8579468	5576	JAIXWN010000329.1	1	5576	40014527	lap	ripp
1405998207	8582510	21911	JAQMTT010000033.1	8346	30256	40027941	terpene	terpene
1405998246	8582510	44740	JAQMTT010000033.1	27369	72108	40027941	nrps-like	nrps
1406094585	8583324	41268	JAQMTJ010000068.1	5582	46849	40031516	lanthipeptide-class-v	ripp
1408089029	8598667	24065	JAPZSO010000066.1	10402	34466	40098885	lap	ripp
1408121058	8598923	13366	JAOIPW010000011.1	1	13366	40100025	terpene	terpene
1408506050	8601883	11674	JAPZTP010000099.1	10286	21959	40113247	terpene	terpene
1410264069	8614817	6281	CANEWQ010000115.1	1	6281	40170136	terpene	terpene
1410353003	8615482	34047	JANXVE010000124.1	8640	42686	40173114	napaa	nrps
1411034491	8620881	87602	JADEXV010000004.1	10113	97714	40196669	nrps	nrps
1411034537	8620881	59300	JADEXV010000004.1	33344	92643	40196669	t1pks	pks
1411040836	8620917	20244	JADEXV010000128.1	1273	21516	40196832	microviridin	ripp
1412850832	8635083	33954	JANYHM010000098.1	2973	36926	40257972	napaa	nrps
1413113839	8637193	21239	UCNI01000001.1	38169	59407	40267102	terpene	terpene
1413246425	8638242	22718	JACJPR010000010.1	46396	69113	40271619	thioamitides	ripp
1413319373	8638802	41095	UCNZ01000026.1	339605	380699	40274066	t3pks	pks
1413929961	8643322	23381	CANKEV010000008.1	1	23381	40293648	hgle-ks	pks
1413971129	8643625	53324	JACJQK010000049.1	1	53324	40294986	nrps	nrps
1413971132	8643625	46766	JACJQK010000049.1	1	46766	40294986	t1pks	pks
1413972233	8643634	27026	JACJQK010000068.1	1	27026	40295027	proteusin	ripp
1413972236	8643634	26535	JACJQK010000068.1	1	26535	40295027	napaa	nrps
1413972243	8643634	24117	JACJQK010000068.1	2910	27026	40295027	lanthipeptide-class-ii	ripp
1414438092	8647182	25105	JACJQR010000023.1	30529	55633	40310406	proteusin	ripp
1414438094	8647182	23288	JACJQR010000023.1	31108	54395	40310406	lanthipeptide-class-ii	ripp
1414438099	8647182	12031	JACJQR010000023.1	33385	45415	40310406	ripp-like	ripp
1414438103	8647182	21691	JACJQR010000023.1	35952	57642	40310406	spliceotide	ripp
1414916986	8650691	25806	JAAXLT010000178.1	1	25806	40325698	terpene	terpene
1415444240	8654527	11265	JAAUSF010000057.1	18622	29886	40342682	phenazine	other
1415627773	8655866	20291	JAQBPE010000028.1	6957	27247	40348571	rre-containing	ripp
1415649581	8656037	21008	JACJRK010000009.1	34048	55055	40349317	terpene	terpene
1416034774	8658784	11674	JAKOGR010000181.1	1	11674	40361429	nrps	nrps
1416157351	8659691	5479	CANHIE010000155.1	1	5479	40365436	lanthipeptide-class-ii	ripp
1416241865	8660368	22224	JACJSF010000008.1	136868	159091	40368369	lap	ripp
1416242867	8660374	14802	JACJSF010000017.1	119574	134375	40368398	lanthipeptide-class-ii	ripp
1417074214	8666298	23672	JACJSV010000074.1	1	23672	40394432	nrps-like	nrps
1417074215	8666298	23672	JACJSV010000074.1	1	23672	40394432	t1pks	pks
1417099089	8666432	9246	JACKZU010000337.1	1	9246	40395046	pks-like	pks
1417099093	8666432	9246	JACKZU010000337.1	1	9246	40395046	t3pks	pks
1417204308	8667172	8343	JACKZR010000664.1	1	8343	40398277	nrps	nrps
1417317640	8668001	17919	JACKZN010000088.1	1	17919	40401877	terpene	terpene
1417898980	8672185	49390	JABGCF010000001.1	95694	145083	40420273	nrps	nrps
1419010972	8680381	14186	JAJDYD010000029.1	1	14186	40456172	terpene	terpene
1419112926	8681188	21275	CAJAKO010000007.1	92324	113598	40459727	terpene	terpene
1419352143	8682977	20927	CAJATQ010000017.1	144852	165778	40467597	terpene	terpene
1422275341	8704153	16455	PWRG01000215.1	1	16455	40560120	terpene	terpene
1422458749	8705388	13737	QCKJ01000007.1	9390	23126	40565846	phosphonate	other
1440961217	8823391	46784	PTJN01000012.1	15044	61827	41109542	nrps	nrps
1440961238	8823391	41787	PTJN01000012.1	20041	61827	41109542	t1pks	pks
1445704460	8853366	21284	QBZL01000001.1	40413	61696	41250438	terpene	terpene
1445718996	8853464	4018	QBYS01000042.1	1	4018	41250902	terpene	terpene
1452232473	8894520	20813	MLAW01000003.1	73998	94810	41444228	terpene	terpene
1469145721	9005441	43282	BAUB01000007.1	87197	130478	41960815	nrps-like	nrps
1470683851	9014970	20909	PESY01000002.1	74713	95621	42005062	terpene	terpene
1483776281	9098552	1892	AJUU01000728.1	1	1892	42400034	microviridin	ripp
1484741453	9104916	26369	LSYZ01000047.1	1	26369	42429799	nrps	nrps
1484741454	9104916	26369	LSYZ01000047.1	1	26369	42429799	t1pks	pks
1484741458	9104916	25982	LSYZ01000047.1	208	26189	42429799	nrps-like	nrps
1508293616	9255641	20909	QCUW01000004.1	18363	39271	43142232	terpene	terpene
1508926808	9259630	3711	QCSN01000097.1	1	3711	43161277	terpene	terpene
1582392510	9733803	46223	SFBQ01000120.1	1	46223	45464545	nrps	nrps
1582393202	9733806	34423	SFBQ01000125.1	1	34423	45464561	t1pks	pks
1582393205	9733806	30798	SFBQ01000125.1	1	30798	45464561	nrps-like	nrps
1582393217	9733806	32587	SFBQ01000125.1	1837	34423	45464561	t3pks	pks
1582608087	9735187	4183	SFBM01000124.1	1	4183	45471296	nrps-like	nrps
1635427516	10076003	20930	JAAUPF010000022.1	1	20930	47122992	redox-cofactor	ripp
1635730525	10078002	4465	JAAUOQ010000385.1	1	4465	47132712	nrps-like	nrps
1649522388	10168475	22934	WJFC01000113.1	18874	41807	47569263	nrps-like	nrps
1649522430	10168475	15031	WJFC01000113.1	26777	41807	47569263	betalactone	other
1650595279	10175805	68455	JAADBO010000001.1	1	68455	47604553	t1pks	pks
1650595282	10175805	61985	JAADBO010000001.1	1	61985	47604553	nrps	nrps
1650595383	10175805	45552	JAADBO010000001.1	22904	68455	47604553	nrps-like	nrps
1724942695	10658868	35433	JACYMD010000058.1	1	35433	49945623	lanthipeptide-class-v	ripp
1725256590	10661036	39357	JACYLO010000059.1	1	39357	49956086	nrps	nrps
1725256614	10661036	44410	JACYLO010000059.1	10820	55229	49956086	nrps-like	nrps
1737056606	10741169	22718	JACJPD010000027.1	104893	127610	50342443	thioamitides	ripp
1738392766	10749997	28701	JACJRL010000006.1	235693	264393	50384871	nrps	nrps
1738394366	10750008	20312	JACJRL010000026.1	28675	48986	50384923	rre-containing	ripp
1739184355	10755162	42658	JACJSD010000002.1	47174	89831	50409726	lanthipeptide-class-v	ripp
1739867888	10759749	3086	JACJTK010000151.1	1	3086	50431763	terpene	terpene
1740017708	10760591	38678	JACJTM010000025.1	1	38678	50435821	hgle-ks	pks
1740135996	10761300	18904	JACJTR010000002.1	17057	35960	50439235	terpene	terpene
1740136127	10761301	20831	JACJTR010000002.1	134299	155129	50439239	terpene	terpene
1747800410	10811696	3746	JACVSN010000848.1	1	3746	50680940	terpene	terpene
1748359548	10815751	11828	JACVRH010000034.1	1	11828	50700142	nrps-like	nrps
1748359549	10815751	11828	JACVRH010000034.1	1	11828	50700142	nrp-metallophore	nrps
1748359550	10815751	11828	JACVRH010000034.1	1	11828	50700142	nrps	nrps
1764580155	10924674	2768	JADEXM010000400.1	1	2768	51223181	terpene	terpene
1764883149	10926754	23625	JADEWA010000010.1	7551	31175	51233150	lanthipeptide-class-v	ripp
1764883795	10926759	23191	JADEWA010000032.1	1	23191	51233172	nrps	nrps
1767286833	10939967	10846	NZ_AFEJ01000349	32	10877	51296218	ripp-like	ripp
1773651950	10972239	2236	scaffold636	1	2236	51450340	lanthipeptide-class-v	ripp
1774258763	10975412	47135	CAII01000509	1	47135	51465496	nrps	nrps
1774258771	10975412	30283	CAII01000509	228	30510	51465496	nrps-like	nrps
1774340160	10975827	3902	CAIQ01000213	1	3902	51467471	lanthipeptide-class-v	ripp
1774436832	10976316	13948	CAIO01000090	16431	30378	51469811	terpene	terpene
1774809503	10978169	17185	CAIH01000122	1	17185	51478678	nrps	nrps
1783409566	11021155	20909	Ga0059201_1052	7703	28611	51683556	terpene	terpene
1790023132	11054846	15065	Ga0132159_1048	1	15065	51843678	terpene	terpene
1793110171	11071521	11131	Ga0131799_124	42768	53898	51922862	ripp-like	ripp
1793110415	11071524	26377	Ga0131799_134	1	26377	51922871	t3pks	pks
1812114167	11178308	15309	Ga0336784_043	1	15309	52431518	terpene	terpene
1812118085	11178332	64031	Ga0336784_125	1	64031	52431639	transat-pks	pks
1812118088	11178332	62710	Ga0336784_125	1	62710	52431639	nrps	nrps
1812118157	11178332	41317	Ga0336784_125	22715	64031	52431639	t1pks	pks
1812118182	11178332	31990	Ga0336784_125	32042	64031	52431639	pks-like	pks
1812118189	11178332	30741	Ga0336784_125	33291	64031	52431639	t3pks	pks
1815288026	11194860	30283	Ga0336790_211	13841	44123	52510657	nrps-like	nrps
1816968928	11203386	30138	Ga0393159_489	1	30138	52551370	t1pks	pks
1819075154	11213799	9559	Ga0309087_11518	1	9559	52601132	nrps	nrps
1824679016	11240551	37379	Ga0481358_1016	1	37379	52729038	t1pks	pks
1827822909	11255373	32438	Ga0336783_153	10251	42688	52800096	nrps	nrps
1829971482	11265546	21574	Ga0481334_157	1	21574	52848851	t3pks	pks
1944550107	12030568	22487	JADBUO010000165.1	13149	35635	56501537	nrps	nrps
1862130235	11481468	5828	JAFASY010000037.1	1	5828	53882165	nrps	nrps
1896206175	11713320	45184	JAAVWA010000016.1	34398	79581	54990602	nrps	nrps
1901935054	11750582	21239	VTLB01000001.1	632310	653548	55169835	terpene	terpene
1903326617	11760124	17739	JAHHIC010000067.1	1	17739	55215651	lanthipeptide-class-ii	ripp
1903326636	11760124	21954	JAHHIC010000067.1	7002	28955	55215651	proteusin	ripp
1904879249	11770420	38710	JAHHGR010000001.1	173687	212396	55264970	t1pks	pks
1904879279	11770420	13597	JAHHGR010000001.1	188687	202283	55264970	butyrolactone	other
1947104449	12047561	30641	JADBSG010000019.1	18097	48737	56582685	nrps-like	nrps
1952314208	12082183	19782	JAJDMS010000004.1	1	19782	56748235	terpene	terpene
1959014366	12127962	9930	JAJPKC010000253.1	1	9930	56967549	terpene	terpene
1982004446	12288750	22411	JAGQCU010000014.1	34366	56776	57724789	lassopeptide	ripp
1982004454	12288750	20339	JAGQCU010000014.1	36819	57157	57724789	rre-containing	ripp
2044871122	12707273	9972	JAQMTW010000036.1	1	9972	59713401	terpene	terpene
2049430002	12735921	20169	JAPLHZ010000108.1	1	20169	59851015	nrps-like	nrps
2049571939	12736825	10935	JAOSHL010000158.1	6619	17553	59855349	terpene	terpene
2062821064	12821508	1411	JAPWJL010000307.1	1	1411	60258919	proteusin	ripp
2062934681	12822260	6322	JAPWJI010000206.1	1	6322	60262433	terpene	terpene
2086596327	12971341	1657	JAJAZS010000564.1	1	1657	60966895	terpene	terpene
2101479039	13065353	28689	JAPZRG010000180.1	1	28689	61406760	t1pks	pks
2101479040	13065353	28689	JAPZRG010000180.1	1	28689	61406760	nrps	nrps
2101576134	13066008	1227	JAPZRZ010000417.1	1	1227	61409817	ripp-like	ripp
2149213542	13115857	20942	QCJO01000002.1	63314	84255	61632560	terpene	terpene
2150030262	13120412	21212	QCCA01000001.1	182309	203520	61649996	terpene	terpene
2150542521	13123663	20909	VTKY01000002.1	320378	341286	61662250	terpene	terpene
5634479	24198	48166	NZ_CP040360.1	1823084	1871249	116145	t1pks	pks
5634488	24198	46645	NZ_CP040360.1	1823260	1869904	116145	nrps-like	nrps
5635602	24204	20846	NZ_CP040360.1	2676518	2697363	116171	terpene	terpene
5636161	24205	43285	NZ_CP040360.1	2709553	2752837	116180	nrps-like	nrps
1945541795	12037111	8900	JADBTQ010000217.1	1	8900	56532713	nrps	nrps
15738539	69433	32725	NC_019733.1	22254	54978	332247	t1pks	pks
15791362	69680	34978	NC_019700.1	29151	64128	333428	nrps-like	nrps
15829953	69852	22259	NC_019738.1	1167444	1189702	334254	lap	ripp
15830265	69853	73289	NC_019738.1	1983342	2056630	334261	nrps	nrps
15830281	69853	66257	NC_019738.1	1987054	2053310	334261	t1pks	pks
15830295	69853	69595	NC_019738.1	1993604	2063198	334261	nrp-metallophore	nrps
15831989	69861	68795	NC_019738.1	2400980	2469774	334298	nrps	nrps
15833342	69866	8742	NC_019738.1	2996706	3005447	334324	ripp-like	ripp
15833473	69868	20352	NC_019738.1	3102408	3122759	334330	terpene	terpene
15834452	69874	23330	NC_019738.1	3474911	3498240	334358	lanthipeptide-class-ii	ripp
15834886	69876	22717	NC_019738.1	4484096	4506812	334369	thioamitides	ripp
15835117	69877	43894	NC_019738.1	4644034	4687927	334376	nrps-like	nrps
15835807	69882	23389	NC_019738.1	6936984	6960372	334401	terpene	terpene
1946032008	12040404	4086	JAJOLU010000980.1	1	4086	56548440	terpene	terpene
1946613423	12044230	16179	JADBSQ010000380.1	125	16303	56566753	spliceotide	ripp
48867436	217068	43463	NZ_CP040297.1	50845	94307	1040234	mycosporine-like	nrps
48867459	217068	39492	NZ_CP040297.1	56670	96161	1040234	nrps-like	nrps
48868808	217075	76691	NZ_CP040297.1	937416	1014106	1040265	nrp-metallophore	nrps
48868820	217075	72013	NZ_CP040297.1	937725	1009737	1040265	nrps	nrps
48868879	217075	48551	NZ_CP040297.1	946927	995477	1040265	t1pks	pks
48871196	217081	41159	NZ_CP040297.1	1723474	1764632	1040291	nrps-like	nrps
48872371	217082	20383	NZ_CP040297.1	1868996	1889378	1040302	terpene	terpene
48872947	217085	40038	NZ_CP040297.1	2330305	2370342	1040311	lanthipeptide-class-v	ripp
48873018	217085	22240	NZ_CP040297.1	2337001	2359240	1040311	spliceotide	ripp
48873037	217085	18868	NZ_CP040297.1	2339476	2358343	1040311	rre-containing	ripp
