"bgc_id"	"smc_bgc_length"	"contig_name"	"bgc_start_nt"	"bgc_end_nt"	"bgc_category"	"bgc_class"
2348676	20831	NZ_JACJQJ010000041.1	26924	47754	{Terpene}	{terpene}
2348677	20906	NZ_JACJQX010000001.1	156466	177371	{Terpene}	{terpene}
2348680	33358	NZ_JACJQK010000053.1	1	33358	{NRP,Polyketide}	{nrp,nrps,t1pks}
2348685	42426	NZ_JACJQX010000004.1	171694	214119	{NRP}	{nrp,nrps}
2348686	37287	NZ_JACJQJ010000064.1	1	37287	{NRP}	{nrp,nrps}
2348687	27026	NZ_JACJQK010000068.1	1	27026	{NRP,RiPP}	{lanthipeptide-class-ii,napaa,nrp,proteusin}
2348688	42477	NZ_JACJRJ010000011.1	64327	106803	{RiPP}	{lanthipeptide-class-v}
2348689	18384	NZ_JACJQK010000074.1	1	18384	{RiPP}	{lanthipeptide-class-ii,ripp}
2348690	39195	NZ_JACJQJ010000075.1	1	39195	{RiPP}	{lanthipeptide-class-ii,lanthipeptide-class-v,ripp}
2348693	42317	NZ_JACJQX010000007.1	76283	118599	{NRP}	{nrp,nrps-like}
2348695	63228	NZ_JACJRJ010000015.1	1	63228	{NRP,Polyketide}	{nrp,nrp-metallophore,nrps,polyketide,t1pks}
2348696	23246	NZ_JACJQJ010000077.1	3252	26497	{RiPP}	{lanthipeptide-class-ii,ripp}
2348697	47307	NZ_JACJQX010000007.1	134577	181883	{NRP}	{nrp,nrps,nrps-like}
2348698	25265	NZ_JACJQJ010000082.1	5671	30935	{RiPP}	{lanthipeptide-class-ii,ripp}
2348700	24731	NZ_JACJRJ010000016.1	38244	62974	{RiPP}	{lap,ripp}
2348701	30438	NZ_JACJQJ010000092.1	1	30438	{RiPP}	{cyanobactin,ripp,thiopeptide}
2348703	38633	NZ_JACJRJ010000016.1	78841	117473	{NRP}	{nrp,nrps}
2348704	29448	NZ_JACJQJ010000095.1	1	29448	{Other,Polyketide}	{hgle-ks,other,t1pks}
2348705	50228	NZ_JACJQX010000008.1	127831	178058	{NRP,Saccharide}	{mycosporine-like,saccharide}
2348708	69750	NZ_JACJRJ010000017.1	32276	102025	{NRP,Polyketide}	{nrp,nrps,nrps-like,polyketide,t1pks}
2348711	21525	NZ_JACJRJ010000018.1	1	21525	{RiPP}	{lap,ripp,thiopeptide}
2348713	29068	NZ_JACJQX010000013.1	121228	150295	{NRP}	{nrp,nrps}
2348714	35226	NZ_JACJRJ010000023.1	15032	50257	{RiPP}	{cyanobactin,ripp,ripp-like}
2348715	20267	NZ_JACJQX010000029.1	76359	96625	{RiPP}	{microviridin}
2348717	49436	NZ_JACJRJ010000032.1	9708	59143	{RiPP}	{lanthipeptide-class-ii,proteusin,ripp}
2348720	20291	NZ_JACJRJ010000033.1	8638	28928	{RiPP}	{ripp,rre-containing}
2348721	46005	NZ_JACJQX010000046.1	1	46005	{NRP,Polyketide}	{nrp,nrp-metallophore,nrps,t1pks}
2348722	60036	NZ_JACJRJ010000034.1	7106	67141	{NRP,Polyketide}	{hgle-ks,nrp,polyketide,t1pks}
2348724	31115	NZ_JACJRJ010000040.1	27483	58597	{NRP}	{mycosporine-like,nrp}
2348728	23351	NZ_JACJQX010000064.1	1	23351	{Other,RiPP}	{other,proteusin}
2348731	9313	NZ_JACJQX010000091.1	1	9313	{Other}	{phenazine}
2348737	42465	NZ_JACJRH010000004.1	145897	188361	{RiPP}	{lanthipeptide-class-v}
2348738	52619	NZ_JACJRH010000005.1	8583	61201	{Other,Polyketide}	{hgle-ks,other,t1pks}
2348742	23575	NZ_JACJRH010000010.1	199356	222930	{Other,Polyketide}	{ladderane,other}
2348743	21914	NZ_JACJRH010000011.1	32375	54288	{Terpene}	{terpene}
2348745	43390	NZ_JACJRH010000014.1	26964	70353	{NRP}	{nrp,nrps}
2348746	64753	NZ_JACJRH010000014.1	87157	151909	{NRP,Other,Polyketide}	{hgle-ks,nrps,other,t1pks}
2348747	21557	NZ_JACJRH010000015.1	123925	145481	{Other}	{nrps-independent-siderophore,other}
2348748	20185	NZ_JACJRH010000017.1	8625	28809	{Terpene}	{terpene}
2348749	20831	NZ_JACJRH010000017.1	35682	56512	{Terpene}	{terpene}
2348750	20969	NZ_JACJRH010000018.1	71143	92111	{Terpene}	{terpene}
2348751	93822	NZ_JACJRH010000021.1	17409	111230	{NRP,Polyketide}	{nrp,nrp-metallophore,nrps,t1pks}
2348753	23440	NZ_JACJRH010000022.1	74608	98047	{RiPP}	{lanthipeptide-class-v}
2348754	20954	NZ_JACJSP010000003.1	370426	391379	{Terpene}	{terpene}
2348755	21125	NZ_JACJSP010000005.1	1167	22291	{Terpene}	{terpene}
2348756	29513	NZ_JACJRH010000025.1	32565	62077	{RiPP}	{lanthipeptide-class-ii,proteusin,ripp,ripp-like,spliceotide}
2348758	79988	NZ_JACJSP010000018.1	1	79988	{Polyketide}	{polyketide,transat-pks}
2348763	42785	NZ_JACJRH010000043.1	1	42785	{NRP,Polyketide}	{nrps-like,polyketide,t1pks}
2348764	14505	NZ_JACJRH010000064.1	1	14505	{RiPP}	{microviridin,ripp}
2348765	59403	NZ_JACJRI010000001.1	417956	477358	{NRP,Polyketide}	{nrp,nrps,nrps-like,t1pks}
2348767	38894	NZ_JACJRI010000001.1	478018	516911	{Terpene}	{terpene}
2348768	33051	NZ_JACJRI010000002.1	149608	182658	{Other}	{nrps-independent-siderophore,other}
2348770	42481	NZ_JACJRI010000004.1	212197	254677	{RiPP}	{lanthipeptide-class-v,ripp}
2348771	59221	NZ_JACJRI010000005.1	27170	86390	{NRP,Polyketide}	{nrp,nrps,nrps-like,polyketide,t1pks}
2348772	46461	NZ_JACJRI010000005.1	178822	225282	{NRP}	{mycosporine-like,nrp,nrps-like}
2348773	20969	NZ_JACJRI010000006.1	45708	66676	{Terpene}	{terpene}
2348776	22024	NZ_JACJRI010000007.1	168428	190451	{RiPP}	{proteusin,ripp-like}
2348777	65280	NZ_JACJRI010000009.1	752	66031	{NRP,Other,Polyketide}	{hgle-ks,nrps,other,t1pks}
2348778	21914	NZ_JACJRI010000009.1	148421	170334	{Terpene}	{terpene}
2348780	67567	NZ_JACJRI010000019.1	1	67567	{NRP,Polyketide}	{nrp,nrp-metallophore,nrps,t1pks}
2348781	42472	NZ_JACJRI010000020.1	18764	61235	{RiPP}	{lanthipeptide-class-v}
2348782	56235	NZ_JACJRI010000022.1	1	56235	{NRP,Polyketide,RiPP}	{microviridin,nrp,nrps,nrps-like,polyketide,t1pks}
2348785	52604	NZ_JACJRI010000025.1	23830	76433	{Other,Polyketide}	{hgle-ks,other,t1pks}
2348786	48667	NZ_JACJRI010000039.1	1	48667	{NRP}	{nrp,nrp-metallophore,nrps}
2348787	20291	NZ_JACJRG010000001.1	123653	143943	{RiPP}	{rre-containing}
2348788	52333	NZ_JACJRG010000002.1	192861	245193	{Other,Polyketide}	{hgle-ks,other,t1pks}
2348789	24224	NZ_JACJRI010000046.1	1	24224	{Polyketide}	{ladderane}
2348791	39839	NZ_JACJRG010000003.1	13865	53703	{NRP,Polyketide}	{nrp,polyketide,t1pks}
2348792	23108	NZ_JACJRI010000053.1	6376	29483	{RiPP}	{lanthipeptide-class-ii,ripp}
2348793	88518	NZ_JACJRG010000003.1	134450	222967	{NRP,Polyketide}	{nrp,nrp-metallophore,nrps,polyketide,t1pks}
2348796	42436	NZ_JACJRG010000006.1	47218	89653	{RiPP}	{lanthipeptide-class-v}
2348797	48335	NZ_JACJRG010000007.1	166362	214696	{Polyketide}	{polyketide,t1pks}
2348798	36397	NZ_JACJRG010000009.1	53543	89939	{RiPP}	{lap,ripp,thiopeptide}
2348799	22253	NZ_JACJRG010000010.1	62604	84856	{Terpene}	{terpene}
2348800	38957	NZ_JACJRG010000010.1	152707	191663	{RiPP}	{lanthipeptide-class-v}
2348801	35160	NZ_JACJRG010000014.1	1	35160	{NRP}	{nrp,nrps}
2348804	37628	NZ_JACJRG010000017.1	1	37628	{NRP}	{mycosporine-like,nrp,nrps-like}
2348806	42576	NZ_JACJRG010000017.1	92305	134880	{NRP}	{nrp,nrps}
2348809	20831	NZ_JACJRG010000022.1	14108	34938	{Terpene}	{terpene}
2348811	22748	NZ_JACJRG010000023.1	25935	48682	{RiPP}	{lassopeptide,ripp}
2348812	15609	NZ_JACJRG010000024.1	1	15609	{RiPP,Terpene}	{ripp,terpene}
2348813	46144	NZ_JACJRG010000026.1	7378	53521	{Other,Polyketide}	{hgle-ks,other}
2348819	20810	NZ_JACJRG010000039.1	33805	54614	{Terpene}	{terpene}
2348820	7066	NZ_JACJRG010000041.1	46430	53495	{RiPP}	{ripp-like}
2348821	25976	NZ_JACJRG010000043.1	1	25976	{NRP}	{nrp,nrps}
2348822	37719	NZ_JACJRG010000048.1	1	37719	{NRP,Polyketide}	{nrp,nrps,nrps-like,t1pks}
2348824	16530	NZ_JACJRG010000055.1	13502	30031	{RiPP}	{lassopeptide,ripp}
2348825	16001	NZ_JACJRG010000069.1	1	16001	{RiPP}	{lap,ripp}
2348826	9825	NZ_JACJRG010000080.1	1	9825	{NRP}	{nrp,nrps}
2348827	8034	NZ_JACJRG010000085.1	1	8034	{NRP,Saccharide,Terpene}	{nrp,saccharide,terpene}
2348828	20933	NZ_JACJSM010000001.1	310976	331908	{Terpene}	{terpene}
2348831	20285	NZ_JACJSM010000006.1	99745	120029	{RiPP}	{ripp,rre-containing}
2348833	19068	NZ_JACJSM010000012.1	2712	21779	{Polyketide,RiPP}	{polyketide,ripp-like}
2348834	20462	NZ_JACJSM010000014.1	19935	40396	{RiPP}	{rre-containing}
2348835	21974	NZ_JACJSM010000016.1	102377	124350	{RiPP,Terpene}	{ripp,terpene}
2348836	20822	NZ_JACJSM010000017.1	52520	73341	{Terpene}	{terpene}
2348837	22256	NZ_JACJSM010000018.1	13182	35437	{RiPP}	{lap,ripp}
2348838	20867	NZ_JACJSM010000022.1	43613	64479	{RiPP}	{cyanobactin}
2348841	22715	NZ_JACJSM010000040.1	1	22715	{NRP,Polyketide}	{nrps-like,polyketide,t1pks}
2348842	41287	NZ_JACJSQ010000003.1	96675	137961	{RiPP}	{lanthipeptide-class-v}
2348843	43133	NZ_JACJSQ010000007.1	1	43133	{Other,Polyketide}	{hgle-ks,other,t1pks}
2348844	20933	NZ_JACJSQ010000007.1	91712	112644	{Terpene}	{terpene}
2348845	59692	NZ_JACJSQ010000011.1	16011	75702	{NRP}	{nrp,nrps}
2348846	21642	NZ_JACJSQ010000018.1	1	21642	{NRP,Saccharide,Terpene}	{nrp,saccharide,terpene}
2348848	38466	NZ_JACJSQ010000023.1	1	38466	{Other,Polyketide}	{hgle-ks,other}
2348850	32101	NZ_JACJSQ010000038.1	1	32101	{RiPP}	{lanthipeptide-class-v}
2348854	16409	NZ_JACJSQ010000066.1	1	16409	{Terpene}	{terpene}
2348855	19651	NZ_JACJSY010000001.1	338862	358512	{Terpene}	{terpene}
2348859	22022	NZ_JACJRK010000001.1	3711	25732	{Terpene}	{terpene}
2348860	21236	NZ_JACJSY010000001.1	422201	443436	{Terpene}	{terpene}
2348862	52371	NZ_JACJQM010000004.1	84661	137031	{Other,Polyketide}	{hgle-ks,other,t1pks}
2348863	44017	NZ_JACJRK010000001.1	31586	75602	{NRP}	{nrp,nrps}
2348868	20981	NZ_JACJQM010000006.1	35536	56516	{Terpene}	{terpene}
2348869	23896	NZ_JACJRK010000002.1	176847	200742	{RiPP}	{lassopeptide,ripp}
2348870	20831	NZ_JACJQM010000010.1	77190	98020	{Terpene}	{terpene}
2348871	43927	NZ_JACJRK010000003.1	86184	130110	{NRP}	{nrp,nrps}
2348872	35299	NZ_JACJQM010000011.1	1	35299	{RiPP}	{lanthipeptide-class-ii,proteusin,ripp,rre-containing,spliceotide}
2348873	20819	NZ_JACJRK010000004.1	203682	224500	{Terpene}	{terpene}
2348874	47714	NZ_JACJQM010000014.1	31166	78879	{Polyketide}	{polyketide,t1pks}
2348876	48576	NZ_JACJRK010000005.1	34873	83448	{NRP}	{nrp,nrps,nrps-like}
2348877	45946	NZ_JACJQM010000015.1	49094	95039	{NRP}	{nrp,nrps}
2348883	38118	NZ_JACJQM010000020.1	86065	124182	{NRP}	{nrp,nrps}
2348884	41967	NZ_JACJRK010000007.1	197850	239816	{NRP,Saccharide}	{nrp,nrps-like,saccharide}
2348885	16967	NZ_JACJRS010000046.1	29478	46444	{Terpene}	{terpene}
2348886	44103	NZ_JACJRS010000047.1	2	44104	{RiPP}	{cyanobactin,ripp}
2348887	27405	NZ_JACJQM010000021.1	26478	53882	{RiPP}	{lanthipeptide-class-ii,ripp}
2348888	44227	NZ_JACJRK010000008.1	110633	154859	{NRP}	{nrp,nrps-like}
2348889	18743	NZ_JACJQM010000021.1	103274	122016	{RiPP}	{redox-cofactor}
2348891	84082	NZ_JACJQM010000022.1	11240	95321	{NRP,Polyketide}	{nrp,nrp-metallophore,nrps,t1pks}
2348892	17603	NZ_JACJRS010000110.1	1	17603	{Polyketide,RiPP}	{arylpolyene,ripp,rre-containing}
2348893	21008	NZ_JACJRK010000009.1	34048	55055	{Terpene}	{terpene}
2348894	13712	NZ_JACJRS010000114.1	2784	16495	{Terpene}	{terpene}
2348896	20444	NZ_JACJRK010000011.1	19079	39522	{RiPP}	{rre-containing}
2348898	20665	NZ_JACJRK010000012.1	69979	90643	{Terpene}	{terpene}
2348899	29939	NZ_JACJQM010000035.1	34619	64557	{RiPP,Terpene}	{ripp,terpene}
2348902	22551	NZ_JACJRK010000016.1	38950	61500	{RiPP}	{ripp,rre-containing}
2348903	37297	NZ_JACJQM010000041.1	21423	58719	{RiPP}	{lanthipeptide-class-v}
2348908	20936	NZ_JACJRK010000030.1	28244	49179	{Terpene}	{terpene}
2348910	59978	NZ_JACJRK010000031.1	1	59978	{NRP,Polyketide}	{nrp,nrp-metallophore,nrps,polyketide,t1pks}
2348911	26080	NZ_JACJQM010000046.1	23396	49475	{NRP}	{nrp,nrps}
2348913	16423	NZ_JACJQM010000049.1	1	16423	{Terpene}	{terpene}
2348914	26674	NZ_JACJQM010000055.1	1	26674	{NRP}	{mycosporine-like,nrp}
2348915	24236	NZ_JACJQM010000081.1	1	24236	{RiPP}	{lanthipeptide-class-ii,microviridin,ripp}
2348916	22140	NZ_JACJQM010000083.1	1	22140	{NRP,Polyketide}	{nrp,nrps,polyketide,t1pks}
2348917	14462	NZ_JACJQM010000092.1	5478	19939	{RiPP}	{lanthipeptide-class-ii,ripp}
2348918	17853	NZ_JACJQM010000097.1	1	17853	{Other}	{other}
2348923	6594	NZ_JACJQM010000214.1	1	6594	{Other,RiPP}	{other,proteusin}
2348926	42101	NZ_JACJSS010000003.1	96700	138800	{RiPP}	{lanthipeptide-class-v}
2348931	20933	NZ_JACJSS010000007.1	6677	27609	{Terpene}	{terpene}
2348933	43393	NZ_JACJSS010000007.1	76188	119580	{Other,Polyketide}	{hgle-ks,other,t1pks}
2348937	22226	NZ_JACJRE010000011.1	29120	51345	{RiPP}	{lap,ripp}
2348938	59701	NZ_JACJSS010000015.1	5574	65274	{NRP}	{nrp,nrps}
2348939	87666	NZ_JACJRE010000013.1	10005	97670	{NRP,Polyketide}	{nrp,nrp-metallophore,nrps,polyketide,t1pks}
2348940	21622	NZ_JACJSS010000019.1	1	21622	{NRP,Saccharide,Terpene}	{nrp,saccharide,terpene}
2348941	38446	NZ_JACJSS010000023.1	1	38446	{Other,Polyketide}	{hgle-ks,other}
2348942	66021	NZ_JACJRE010000014.1	2056	68076	{Other,Polyketide}	{hgle-ks,other,t1pks}
2348947	52141	NZ_JACJRP010000007.1	38155	90295	{Other,Polyketide}	{hgle-ks,other,t1pks}
2348950	42542	NZ_JACJRE010000016.1	87587	130128	{NRP,RiPP}	{lanthipeptide-class-v,nrp}
2348951	22022	NZ_JACJRM010000001.1	3705	25726	{Terpene}	{terpene}
2348952	16431	NZ_JACJSS010000052.1	1	16431	{Terpene}	{terpene}
2348954	44017	NZ_JACJRM010000001.1	31580	75596	{NRP}	{nrp,nrps}
2348955	35020	NZ_JACJSR010000003.1	96584	131603	{RiPP}	{lanthipeptide-class-v}
2348956	19801	NZ_JACJSS010000067.1	1	19801	{RiPP}	{lanthipeptide-class-v}
2348957	20369	NZ_JACJRP010000010.1	114089	134457	{Terpene}	{terpene}
2348960	44332	NZ_JACJQW010000001.1	183262	227593	{NRP}	{nrp,nrps}
2348964	43442	NZ_JACJRP010000019.1	1	43442	{NRP,Polyketide}	{nrp,nrp-metallophore,nrps,polyketide,t1pks}
2348966	54622	NZ_JACJRE010000019.1	48110	102731	{NRP}	{nrp,nrps}
2348967	23896	NZ_JACJRM010000002.1	176841	200736	{RiPP}	{lassopeptide,ripp}
2348968	44085	NZ_JACJSR010000010.1	37614	81698	{Other,Polyketide}	{hgle-ks,other,t1pks}
2348970	43927	NZ_JACJRM010000004.1	235693	279619	{NRP,RiPP}	{nrp,nrps,ripp}
2348971	27305	NZ_JACJQW010000001.1	579569	606873	{Terpene}	{terpene}
2348972	21923	NZ_JACJRE010000021.1	85820	107742	{Terpene}	{terpene}
2348973	42386	NZ_JACJRP010000020.1	48616	91001	{RiPP}	{lanthipeptide-class-v}
2348974	20933	NZ_JACJSR010000011.1	10910	31842	{Terpene}	{terpene}
2348975	19569	NZ_JACJQW010000002.1	1	19569	{Saccharide,Terpene}	{saccharide,terpene}
2348976	20831	NZ_JACJRE010000025.1	8141	28971	{Terpene}	{terpene}
2348978	21616	NZ_JACJSR010000012.1	1	21616	{NRP,Saccharide,Terpene}	{nrp,saccharide,terpene}
2348979	58718	NZ_JACJRP010000021.1	22695	81412	{Other,Polyketide}	{hgle-ks,other,resorcinol}
2348980	85355	NZ_JACJQW010000003.1	250150	335504	{NRP,Polyketide}	{nrp,nrps,polyketide,t1pks}
2348982	20819	NZ_JACJRM010000005.1	127002	147820	{Terpene}	{terpene}
2348983	38652	NZ_JACJSR010000015.1	33255	71906	{Other,Polyketide}	{hgle-ks,other}
2348986	49209	NZ_JACJRM010000006.1	241873	291081	{NRP}	{nrp,nrps,nrps-like}
2348987	34440	NZ_JACJRP010000024.1	47557	81996	{RiPP}	{lanthipeptide-class-v,ripp,rre-containing,spliceotide}
2348988	59701	NZ_JACJSR010000019.1	1572	61272	{NRP}	{nrp,nrps}
2348990	19693	NZ_JACJRP010000030.1	1	19693	{NRP}	{nrp,nrps}
2348991	37003	NZ_JACJRE010000047.1	1	37003	{NRP}	{nrp,nrps-like}
2348992	41961	NZ_JACJRM010000007.1	1	41961	{NRP}	{nrps-like}
2348994	21508	NZ_JACJRP010000031.1	73472	94979	{Terpene}	{terpene}
2348995	22779	NZ_JACJQW010000005.1	272206	294984	{RiPP}	{lassopeptide,ripp,rre-containing}
2348998	3832	NZ_JACJRP010000032.1	1	3832	{NRP}	{nrp,nrps}
2348999	44792	NZ_JACJRE010000050.1	1	44792	{RiPP}	{ripp,rre-containing,spliceotide}
2349001	22022	NZ_JACJRN010000001.1	3705	25726	{Terpene}	{terpene}
2349003	20933	NZ_JACJQW010000007.1	70775	91707	{Terpene}	{terpene}
2349005	40439	NZ_JACJRP010000043.1	1	40439	{NRP,Polyketide}	{nrp,nrps,nrps-like,polyketide,t1pks}
2349007	44017	NZ_JACJRN010000001.1	31580	75596	{NRP}	{nrp,nrps}
2349008	29076	NZ_JACJSR010000052.1	1	29076	{RiPP}	{lanthipeptide-class-v}
2349009	44227	NZ_JACJRM010000009.1	110825	155051	{NRP}	{nrp,nrps-like}
2349010	21581	NZ_JACJQW010000007.1	222744	244324	{RiPP}	{microviridin,ripp}
2349014	34098	NZ_JACJQW010000010.1	19183	53280	{RiPP}	{lanthipeptide-class-ii,ripp}
2349015	21856	NZ_JACJRP010000047.1	1	21856	{NRP}	{nrp,nrps}
2349017	23896	NZ_JACJRN010000002.1	176841	200736	{RiPP}	{lassopeptide,ripp}
2349021	56958	NZ_JACJQW010000010.1	101530	158487	{NRP,RiPP}	{lanthipeptide-class-ii,napaa,proteusin,ripp,rre-containing,spliceotide}
2349022	20864	NZ_JACJRP010000050.1	19607	40470	{Terpene}	{terpene}
2349023	10189	NZ_JACJSR010000102.1	1	10189	{Terpene}	{terpene}
2349024	43927	NZ_JACJRN010000004.1	235591	279517	{NRP,RiPP}	{nrp,nrps,ripp}
2349026	26167	NZ_JACJRE010000070.1	1	26167	{NRP}	{nrp,nrps}
2349028	21008	NZ_JACJRM010000010.1	163650	184657	{Terpene}	{terpene}
2349029	21056	NZ_JACJRP010000054.1	65309	86364	{Terpene}	{terpene}
2349030	43515	NZ_JACJQW010000011.1	70163	113677	{NRP}	{mycosporine-like,nrp}
2349031	20444	NZ_JACJRM010000012.1	157940	178383	{RiPP}	{rre-containing}
2349032	29023	NZ_JACJRP010000057.1	1	29023	{NRP}	{nrp,nrp-metallophore,nrps}
2349033	11791	NZ_JACJRE010000083.1	1	11791	{Terpene}	{terpene}
2349036	20819	NZ_JACJRN010000005.1	127003	147821	{Terpene}	{terpene}
2349037	20665	NZ_JACJRM010000013.1	95877	116541	{Terpene}	{terpene}
2349039	44347	NZ_JACJQW010000011.1	157476	201822	{NRP}	{nrp,nrps}
2349040	48576	NZ_JACJRN010000006.1	34867	83442	{NRP}	{nrp,nrps,nrps-like}
2349041	42329	NZ_JACJRP010000063.1	55962	98290	{RiPP}	{lanthipeptide-class-v,ripp}
2349044	22551	NZ_JACJRM010000025.1	26445	48995	{RiPP}	{ripp,rre-containing}
2349045	38114	NZ_JACJQW010000013.1	131417	169530	{RiPP}	{lap,ripp,thiopeptide}
2349046	31423	NZ_JACJRP010000070.1	1	31423	{NRP}	{nrp,nrps}
2349049	20936	NZ_JACJRM010000031.1	28175	49110	{Terpene}	{terpene}
2349050	56711	NZ_JACJQW010000019.1	84235	140945	{NRP}	{nrp,nrps}
2349052	41961	NZ_JACJRN010000008.1	1	41961	{NRP}	{nrps-like}
2349053	59966	NZ_JACJRM010000033.1	1	59966	{NRP,Polyketide}	{nrp,nrp-metallophore,nrps,polyketide,t1pks}
2349055	22304	NZ_JACJRP010000081.1	198370	220673	{RiPP}	{lap,ripp}
2349056	33750	NZ_JACJQW010000022.1	19911	53660	{RiPP}	{cyanobactin,ripp}
2349057	44227	NZ_JACJRN010000009.1	110627	154853	{NRP}	{nrp,nrps-like}
2349060	42514	NZ_JACJQW010000027.1	807	43320	{RiPP}	{lanthipeptide-class-v}
2349063	37833	NZ_JACJQW010000028.1	78856	116688	{RiPP,Terpene}	{lanthipeptide-class-v,terpene}
2349064	21008	NZ_JACJRN010000010.1	163650	184657	{Terpene}	{terpene}
2349065	20444	NZ_JACJRN010000012.1	157571	178014	{RiPP}	{rre-containing}
2349066	25212	NZ_JACJQW010000030.1	53301	78512	{RiPP}	{lap,ripp}
2349067	20665	NZ_JACJRN010000013.1	95943	116607	{Terpene}	{terpene}
2349068	46737	NZ_JACJQW010000032.1	45281	92017	{Other,Polyketide}	{hgle-ks,other,t1pks}
2349072	22551	NZ_JACJRN010000025.1	26412	48962	{RiPP}	{ripp,rre-containing}
2349073	28857	NZ_JACJQW010000034.1	34267	63123	{RiPP}	{lap,ripp,thiopeptide}
2349075	38541	NZ_JACJQW010000047.1	5318	43858	{NRP}	{nrp,nrps-like}
2349076	20936	NZ_JACJRN010000030.1	25653	46588	{Terpene}	{terpene}
2349077	59966	NZ_JACJRN010000032.1	1	59966	{NRP,Polyketide}	{nrp,nrp-metallophore,nrps,polyketide,t1pks}
2349078	22022	NZ_JACJRL010000001.1	3705	25726	{Terpene}	{terpene}
2349080	44017	NZ_JACJRL010000001.1	31580	75596	{NRP}	{nrp,nrps}
2349081	23896	NZ_JACJRL010000002.1	176841	200736	{RiPP}	{lassopeptide,ripp}
2349082	48576	NZ_JACJRL010000004.1	34867	83442	{NRP}	{nrp,nrps,nrps-like}
2349084	20819	NZ_JACJRL010000005.1	127003	147821	{Terpene}	{terpene}
2349085	28701	NZ_JACJRL010000006.1	235693	264393	{NRP}	{nrp,nrps}
2349089	21008	NZ_JACJRL010000008.1	163650	184657	{Terpene}	{terpene}
2349090	44227	NZ_JACJRL010000009.1	101848	146074	{NRP}	{nrp,nrps-like}
2349091	20444	NZ_JACJRL010000011.1	157940	178383	{RiPP}	{rre-containing}
2349094	20665	NZ_JACJRL010000012.1	95943	116607	{Terpene}	{terpene}
2349096	20900	NZ_JACJSC010000001.1	130715	151614	{Terpene}	{terpene}
2349102	19200	NZ_JACJSL010000017.1	1	19200	{Terpene}	{terpene}
2349105	22551	NZ_JACJRL010000026.1	26436	48986	{RiPP}	{ripp,rre-containing}
2349106	20462	NZ_JACJSL010000025.1	5958	26419	{RiPP}	{rre-containing}
2349110	46788	NZ_JACJSL010000034.1	5401	52188	{Other,Polyketide}	{hgle-ks,other}
2349111	20936	NZ_JACJRL010000032.1	28238	49173	{Terpene}	{terpene}
2349112	20819	NZ_JACJSC010000003.1	69208	90026	{Terpene}	{terpene}
2349113	59966	NZ_JACJRL010000033.1	1	59966	{NRP,Polyketide}	{nrp,nrp-metallophore,nrps,polyketide,t1pks}
2349119	35697	NZ_JACJSL010000059.1	1	35697	{NRP,Polyketide}	{nrp,nrp-metallophore,nrps,polyketide,t1pks}
2349120	20465	NZ_JACJSC010000007.1	75015	95479	{RiPP}	{ripp,rre-containing}
2349121	44992	NZ_JACJSC010000008.1	3115	48106	{Polyketide}	{polyketide,t1pks}
2349122	41961	NZ_JACJRL010000035.1	1	41961	{NRP}	{nrps-like}
2349123	29973	NZ_JACJSL010000063.1	1	29973	{NRP}	{nrp,nrps}
2349124	25024	NZ_JACJSC010000009.1	150984	176007	{Polyketide}	{ladderane}
2349127	20600	NZ_JACJSL010000089.1	1	20600	{NRP}	{nrp,nrps}
2349130	15112	NZ_JACJSL010000110.1	1	15112	{NRP}	{nrp,nrps}
2349133	33350	NZ_JACJSC010000017.1	1	33350	{NRP}	{nrp,nrps}
2349136	47833	NZ_JACJSC010000018.1	26118	73950	{NRP,Other}	{betalactone,nrp,nrps}
2349137	22420	NZ_JACJSC010000018.1	101230	123649	{RiPP}	{lanthipeptide-class-ii,ripp}
2349138	13240	NZ_JACJSC010000019.1	1	13240	{Terpene}	{terpene}
2349141	61185	NZ_JACJRU010000001.1	1	61185	{NRP,Polyketide}	{nrp,nrps,polyketide}
2349142	73821	NZ_JACJRD010000002.1	154887	228707	{NRP,Polyketide}	{nrp,nrp-metallophore,nrps,t1pks}
2349144	43093	NZ_JACJRU010000001.1	303529	346621	{NRP}	{nrp,nrps-like}
2349145	25334	NZ_JACJRD010000003.1	103615	128948	{Alkaloid,Other}	{alkaloid,indole}
2349146	44401	NZ_JACJRD010000003.1	286937	331337	{NRP}	{nrp,nrps-like}
2349147	20186	NZ_JACJRU010000001.1	465292	485477	{RiPP}	{microviridin}
2349148	41293	NZ_JACJRU010000001.1	523361	564653	{NRP,Polyketide}	{nrp,t3pks}
2349149	16027	NZ_JACJRD010000004.1	91622	107648	{Other}	{phosphonate}
2349150	42514	NZ_JACJRD010000004.1	133996	176509	{NRP,RiPP}	{lanthipeptide-class-v,nrp}
2349151	20933	NZ_JACJRU010000001.1	604775	625707	{Terpene}	{terpene}
2349152	36981	NZ_JACJRU010000002.1	3	36983	{NRP}	{nrp,nrps}
2349153	42646	NZ_JACJRD010000005.1	209650	252295	{NRP}	{nrp,nrps-like}
2349154	45474	NZ_JACJRU010000002.1	62190	107663	{NRP}	{nrp,nrps}
2349155	24375	NZ_JACJRD010000006.1	1	24375	{NRP}	{nrp,nrps}
2349158	33702	NZ_JACJRD010000010.1	1	33702	{NRP}	{nrp,nrps}
2349162	21920	NZ_JACJRD010000010.1	38908	60827	{Terpene}	{terpene}
2349167	22659	NZ_JACJRD010000014.1	71354	94012	{RiPP}	{rre-containing,spliceotide}
