"region_gene_id"	"bgc_id"	"region_length"	"contig_name"	"region_start_nt"	"region_end_nt"	"bgc_annotation_id"	"region_class"	"region_category"
1790340910	11056411	20936	Ga0132167_11	1071195	1092130	51851142	terpene	NA
1790890350	11059401	20909	Ga0101161_1004	63992	84900	51865277	terpene	NA
1811736706	11176290	10424	Ga0338014_108	1	10424	52421900	proteusin	NA
1811901312	11177176	36107	Ga0339041_120	40187	76293	52426120	lanthipeptide-class-v	NA
1812853749	11182156	22834	Ga0336842_209	1	22834	52449935	"[""nrps-like"", ""t1pks""]"	NA
1818540382	11211049	42216	Ga0336785_109	1	42216	52588016	"[""hgle-ks"", ""t1pks""]"	NA
1819074449	11213784	3273	Ga0309087_10713	1	3273	52601063	nrps	NA
1819690814	11216791	23405	Ga0268432_103	27377	50781	52615458	lanthipeptide-class-ii	NA
1820420142	11220276	6678	AM943878	1	6678	52632090	microviridin	NA
1821609409	11225668	4669	Ga0373719_1339	1	4669	52657911	rre-containing	NA
1828879718	11260429	22914	Ga0440276_05	121759	144672	52824354	microviridin	NA
1828878996	11260427	90917	Ga0440276_05	3	90919	52824346	"[""nrps"", ""t1pks"", ""nrps-like""]"	NA
1882540890	11619283	42094	JAGHZQ010000034.1	26910	69003	54540699	lanthipeptide-class-v	NA
1882541182	11619284	20933	JAGHZQ010000034.1	160806	181738	54540704	terpene	NA
1896204628	11713310	39084	JAAVWA010000009.1	74561	113644	54990553	"[""thiopeptide"", ""lap""]"	NA
1901962717	11750787	21242	VTLC01000001.1	119408	140649	55170827	terpene	NA
1903319396	11760087	88628	JAHHIC010000048.1	1	88628	55215470	"[""nrps"", ""t1pks"", ""nrps-like""]"	NA
1903537223	11761545	22025	JAHHHX010000030.1	24318	46342	55222481	terpene	NA
1903654183	11762359	10768	JAHHHS010000225.1	1	10768	55226347	indole	NA
1903733425	11762877	46415	JAHHHR010000006.1	88784	135198	55228806	mycosporine-like	NA
1903908347	11764025	42513	JAHHHN010000004.1	382842	425354	55234275	lanthipeptide-class-v	NA
1903996037	11764574	30710	JAHHHH010000061.1	1	30710	55236918	lanthipeptide-class-v	NA
1904616841	11768688	24044	JAHHHA010000037.1	27927	51970	55256664	lap	NA
1925432877	11905104	19306	JAKGOT010000001.1	614997	634302	55903452	terpene	NA
1925433235	11905106	62602	JAKGOT010000001.1	1238127	1300728	55903461	"[""nrps-like"", ""nrps""]"	NA
1925434089	11905113	15954	JAKGOT010000001.1	2581510	2597463	55903488	phosphonate	NA
1925434314	11905114	31969	JAKGOT010000001.1	3074431	3106399	55903492	cyanobactin	NA
1925434795	11905117	21950	JAKGOT010000001.1	3335983	3357932	55903504	terpene	NA
1925435117	11905118	61815	JAKGOT010000001.1	3455372	3517186	55903510	"[""nrps"", ""betalactone"", ""microviridin""]"	NA
1925576044	11906063	20323	JAKGOW010000001.1	747273	767595	55907979	terpene	NA
1925576135	11906064	18911	JAKGOW010000001.1	836773	855683	55907983	terpene	NA
1925576809	11906068	57808	JAKGOW010000001.1	1442141	1499948	55908001	"[""nrps-like"", ""nrps""]"	NA
1925577794	11906076	35195	JAKGOW010000001.1	3263788	3298982	55908037	cyanobactin	NA
1925578290	11906079	21992	JAKGOW010000001.1	3537021	3559012	55908051	terpene	NA
1925578567	11906081	20153	JAKGOW010000001.1	3656606	3676758	55908061	microviridin	NA
1929752356	11933754	3894	JAIERL010001894.1	1	3894	56040039	rre-containing	NA
1943085146	12020840	83258	JADBVR010000091.1	1	83258	56455230	"[""t1pks"", ""nrps-like"", ""nrps""]"	NA
1943530658	12023833	14091	JADBVH010000211.1	1	14091	56469404	cyanobactin	NA
1943990109	12026859	8237	JADBVA010000355.1	1	8237	56483839	t1pks	NA
1944482924	12030105	22309	JADBUQ010000110.1	1	22309	56499340	cyanobactin	NA
1944723339	12031688	47476	JADBUM010000358.1	1	47476	56506912	nrps	NA
1945700647	12038200	16516	JADBTO010000306.1	1	16516	56537909	"[""nrps"", ""microviridin""]"	NA
1946832431	12045727	16254	JADBSM010000185.1	1	16254	56573888	terpene	NA
1959815270	12133309	13100	JAJPJF010000353.1	1	13100	56992859	lanthipeptide-class-v	NA
1980638090	12279639	10271	JAGQAY010000047.1	1	10271	57681721	t3pks	NA
1982261746	12290469	38263	JAGQDB010000012.1	1	38263	57732821	"[""t1pks"", ""terpene""]"	NA
1987894758	12328974	1619	JALRHG010000118.1	1	1619	57915038	nrps	NA
2044698337	12706196	72331	JAQMUF010000288.1	13250	85580	59708187	"[""t1pks"", ""nrps"", ""nrps-like""]"	NA
2044986436	12707999	52032	JAQMUC010000014.1	4405	56436	59716906	"[""hgle-ks"", ""t1pks""]"	NA
2045088905	12708647	11082	JAQMUD010000302.1	1	11082	59720042	hgle-ks	NA
2045353850	12710354	34643	JAQMSI010000101.1	1	34643	59728278	"[""nrp-metallophore"", ""nrps""]"	NA
2058862188	12796305	38975	JAPQKE010000002.1	59393	98367	60139239	"[""lanthipeptide-class-ii"", ""proteusin""]"	NA
2058862605	12796307	19747	JAPQKE010000002.1	259572	279318	60139249	terpene	NA
2058862738	12796308	22022	JAPQKE010000002.1	429169	451190	60139253	terpene	NA
2058862880	12796309	44017	JAPQKE010000002.1	458478	502494	60139258	nrps	NA
2058864025	12796315	20819	JAPQKE010000006.1	175110	195928	60139286	terpene	NA
2062823445	12821541	3994	JAPWJL010001244.1	1	3994	60259060	"[""nrps-like"", ""t1pks""]"	NA
2101210088	13063542	17028	JAPZQJ010000014.1	11246	28273	61398245	cyanobactin	NA
2101479270	13065354	32567	JAPZRG010000221.1	1733	34299	61406765	lanthipeptide-class-v	NA
2149346948	13116623	21212	JFLB01000213.1	35674	56885	61635467	terpene	NA
2150542359	13123662	21239	VTKY01000001.1	41229	62467	61662246	terpene	NA
6947976	30127	20089	NZ_CP059059.1	406051	426139	144465	terpene	NA
6948548	30131	21242	NZ_CP059059.1	1602267	1623508	144484	terpene	NA
50413601	224297	43711	NZ_CP047933.1	366585	410295	1074944	"[""lap"", ""thiopeptide""]"	NA
50415112	224303	21410	NZ_CP047933.1	716192	737601	1074969	"[""proteusin"", ""ripp-like""]"	NA
50417392	224317	19840	NZ_CP047933.1	1832433	1852272	1075035	terpene	NA
50418427	224322	23381	NZ_CP047933.1	1888487	1911867	1075060	lanthipeptide-class-ii	NA
50419637	224328	20942	NZ_CP047933.1	2188231	2209172	1075090	terpene	NA
50420975	224337	20282	NZ_CP047933.1	2248147	2268428	1075130	rre-containing	NA
73122491	324902	21962	NZ_AP026076.1	284285	306246	1555926	cyanobactin	NA
195390362	1037774	33503	NZ_AAVW01000061.1	1	33503	4931727	mycosporine-like	NA
201738607	1075656	31218	NZ_HE973721.1	1	31218	5110853	thioamitides	NA
201757143	1075749	39100	NZ_HE972695.1	7646	46745	5111306	"[""nrps"", ""nrps-like""]"	NA
202780017	1082909	22010	NZ_KB235950.1	81238	103247	5145517	cyanobactin	NA
202780187	1082910	40041	NZ_KB235950.1	277288	317328	5145521	nrps-like	NA
202780498	1082911	22265	NZ_KB235950.1	348442	370706	5145526	lap	NA
202780626	1082912	50970	NZ_KB235950.1	420167	471136	5145531	nrps	NA
1925321026	11904340	2085	JAKGOP010000111.1	1	2085	55899818	nrps	NA
1925380602	11904756	9688	JAKGOR010000012.1	1	9688	55901795	phosphonate	NA
213072483	1135381	20909	NZ_JNAQ01000005.1	147259	168167	5395361	terpene	NA
213658152	1138145	20810	NZ_BBPA01000073.1	16243	37052	5408575	terpene	NA
216103089	1151185	8809	NZ_CAQK01000409.1	1	8809	5470973	"[""nrp-metallophore"", ""nrps""]"	NA
216332839	1152375	25021	NZ_CAQL01000983.1	13540	38560	5476687	t1pks	NA
238081589	1261347	20810	NZ_JXYX01000019.1	16010	36819	6003911	terpene	NA
248702344	1308824	53057	NZ_MRCF01000018.1	46011	99067	6232906	"[""hgle-ks"", ""t1pks""]"	NA
284743539	1504116	47599	NZ_RSCJ01000033.1	3732	51330	7168389	nrps	NA
284784147	1504306	23060	NZ_RSCL01000007.1	138794	161853	7169297	lanthipeptide-class-ii	NA
284784680	1504311	20972	NZ_RSCL01000007.1	228978	249949	7169319	terpene	NA
365466191	1914194	20909	NZ_UCNU01000009.1	6186	27094	9130383	terpene	NA
412629691	2132583	20420	NZ_JNAV01000004.1	49591	70010	10171778	terpene	NA
412632511	2132597	21230	NZ_JNAV01000004.1	406671	427900	10171851	terpene	NA
415656467	2148316	54456	NZ_LIRN01000018.1	88189	142644	10246625	"[""hgle-ks"", ""resorcinol""]"	NA
422628108	2185135	25024	NZ_MRCB01000015.1	12479	37502	10421675	lap	NA
426097427	2202314	55770	NZ_NOLJ01000013.1	14152	69921	10503668	"[""nrps-like"", ""terpene""]"	NA
426108293	2202362	20138	NZ_NOLK01000087.1	7352	27489	10503906	microviridin	NA
427700097	2210052	16341	NZ_NMQE01000539.1	1	16341	10540693	hgle-ks	NA
427885393	2211062	61926	NZ_NJHU01000060.1	1	61926	10545399	nrps	NA
427905317	2211164	20621	NZ_NJHU01000090.1	1	20621	10545896	lanthipeptide-class-v	NA
428294964	2213346	20933	NZ_PGEM01000143.1	1854	22786	10556111	terpene	NA
428609088	2214982	15449	NZ_PRLH01000103.1	1	15449	10563991	terpene	NA
428611332	2214997	44517	NZ_PRLH01000142.1	11752	56268	10564063	"[""t1pks"", ""hgle-ks""]"	NA
439867013	2276813	12765	NZ_BHVU01000125.1	1	12765	10857683	cyanobactin	NA
440826338	2281855	12119	NZ_BHVO01000074.1	10296	22414	10881675	terpene	NA
440839146	2281932	21908	NZ_BHVP01000009.1	25861	47768	10882034	terpene	NA
440848484	2281983	11522	NZ_BHVS01000018.1	1	11522	10882280	cyanobactin	NA
442205433	2289542	22422	NZ_VIKY01000186.1	7917	30338	10918056	lap	NA
445063997	2305978	12712	NZ_JAAGOG010000131.1	11314	24025	10995514	lassopeptide	NA
445240776	2307010	22365	NZ_QXHD01000003.1	90133	112497	11000313	lap	NA
445241165	2307012	47161	NZ_QXHD01000003.1	194257	241417	11000322	nrps	NA
445241890	2307014	65432	NZ_QXHD01000003.1	348358	413789	11000336	"[""transat-pks"", ""pks-like""]"	NA
446629906	2314678	20942	NZ_JABBYR010000101.1	53755	74696	11036523	terpene	NA
446676817	2314937	51682	NZ_QMEA01000032.1	1	51682	11037761	"[""nrps"", ""nrp-metallophore"", ""t1pks""]"	NA
449325531	2330151	8865	NZ_VDFE01000133.1	1	8865	11108843	arylpolyene	NA
449329842	2330187	16775	NZ_VDFE01000654.1	46398	63172	11109016	terpene	NA
450612764	2337173	14967	NZ_JACKZM010000152.1	1	14967	11142352	"[""nrps-like"", ""nrps""]"	NA
451206795	2340668	21905	NZ_JACJUZ010000046.1	15149	37053	11159130	terpene	NA
452489373	2347245	3018	NZ_JACJOI010000043.1	1	3018	11190605	terpene	NA
452504169	2347325	38037	NZ_JACJOU010000015.1	1	38037	11190984	nrps	NA
452505655	2347336	42754	NZ_JACJOU010000015.1	277165	319918	11191036	nrps-like	NA
452506412	2347338	5014	NZ_JACJOQ010000572.1	1	5014	11191050	nrps	NA
550078455	2907907	14072	RCBZ01000046.1	1	14072	13773025	cyanobactin	NA
452578678	2347664	16462	NZ_JACJPV010000025.1	1	16462	11192632	terpene	NA
452591818	2347753	43624	NZ_JACJOZ010000103.1	242560	286183	11193055	nrps	NA
452613157	2347866	20924	NZ_JACJPF010000055.1	65525	86448	11193590	terpene	NA
452661893	2348128	46324	NZ_JACJQS010000034.1	6275	52598	11194858	hgle-ks	NA
452664159	2348137	67472	NZ_JACJRT010000007.1	2091	69562	11194901	"[""terpene"", ""t1pks""]"	NA
452673491	2348195	41014	NZ_JACJQN010000012.1	43773	84786	11195178	arylpolyene	NA
452683807	2348254	66525	NZ_JACJQG010000004.1	29902	96426	11195465	"[""nrps"", ""t1pks"", ""microviridin""]"	NA
452685036	2348261	44365	NZ_JACJQG010000014.1	29406	73770	11195497	nrps-like	NA
452716909	2348435	27026	NZ_JACJQF010000074.1	1	27026	11196339	"[""proteusin"", ""napaa"", ""lanthipeptide-class-ii""]"	NA
452748982	2348605	44740	NZ_JACJSB010000009.1	4323	49062	11197163	nrps-like	NA
452764691	2348677	20906	NZ_JACJQX010000001.1	156466	177371	11197506	terpene	NA
452773060	2348722	50562	NZ_JACJRJ010000034.1	7106	57667	11197728	"[""t1pks"", ""hgle-ks""]"	NA
452784448	2348781	42472	NZ_JACJRI010000020.1	18764	61235	11198015	lanthipeptide-class-v	NA
452815490	2348967	23896	NZ_JACJRM010000002.1	176841	200736	11198897	lassopeptide	NA
452854439	2349180	102184	NZ_JACJRD010000021.1	16659	118842	11199919	"[""nrps"", ""t1pks"", ""nrps-like""]"	NA
452859748	2349212	23246	NZ_JACJRD010000034.1	67829	91074	11200074	lanthipeptide-class-ii	NA
452912397	2349514	35280	NZ_JACJRW010000005.1	1	35280	11201531	lanthipeptide-class-v	NA
452950122	2349705	14802	NZ_JACJSF010000017.1	119574	134375	11202450	lanthipeptide-class-ii	NA
452951216	2349709	73589	NZ_JACJSF010000024.1	24005	97593	11202470	"[""nrps"", ""nrp-metallophore"", ""t1pks""]"	NA
453034913	2350174	21917	NZ_JACJTD010000029.1	48718	70634	11204718	terpene	NA
453193856	2351030	40127	NZ_JACXWX010000008.1	191596	231722	11208822	nrps	NA
453256399	2351348	49415	NZ_VJXY01000032.1	39683	89097	11210340	"[""pufa"", ""hgle-ks""]"	NA
454084882	2355653	7602	NZ_JACXXN010000096.1	1	7602	11230949	nrps-like	NA
454287098	2356640	20816	NZ_JADEVV010000001.1	105586	126401	11235668	terpene	NA
454303406	2356730	22339	NZ_JADEXP010000016.1	2857	25195	11236080	lassopeptide	NA
454340440	2356954	90768	NZ_JADEWH010000019.1	7815	98582	11237162	"[""nrp-metallophore"", ""nrps"", ""t1pks"", ""nrps-like""]"	NA
454350820	2357026	42458	NZ_JADEXT010000001.1	457211	499668	11237490	lanthipeptide-class-v	NA
454374086	2357187	7367	NZ_JADEWA010000272.1	1	7367	11238275	terpene	NA
454432390	2357530	1803	NZ_JADEXU010000375.1	1	1803	11239933	nrps	NA
455351427	2362418	16598	NZ_WBKN01000105.1	1	16598	11263198	nrps-like	NA
455358345	2362449	3097	NZ_WBKN01000364.1	1	3097	11263346	nrps	NA
455771187	2364740	29864	NZ_JAECZC010000045.1	14808	44671	11274176	"[""t1pks"", ""hgle-ks""]"	NA
463680004	2406426	21284	NZ_PGOP01000003.1	127247	148530	11472086	terpene	NA
464571592	2411256	29577	NZ_JACERF010000095.1	1	29577	11495143	"[""t1pks"", ""nrps""]"	NA
465861498	2417124	72430	NZ_JAAHBQ010000163.1	107965	180394	11523205	"[""nrp-metallophore"", ""nrps"", ""lanthipeptide-class-ii"", ""t1pks""]"	NA
467638994	2427177	20933	NZ_JAIVFQ010000003.1	169615	190547	11571093	terpene	NA
469221902	2435622	13703	NZ_JAKGOR010000007.1	1	13703	11611268	nrps	NA
474811920	2465348	10949	NZ_JAGQCO010000012.1	43582	54530	11752679	terpene	NA
476375331	2473564	52103	NZ_JAMXFA010000018.1	54811	106913	11791752	nrps	NA
482031195	2501167	18695	NZ_JAQMSJ010000191.1	1	18695	11923470	nrps	NA
482168218	2502020	36690	NZ_JAQMSF010000202.1	7396	44085	11927542	lanthipeptide-class-v	NA
482201075	2502208	23811	NZ_JAQMUI010000140.1	1	23811	11928454	ladderane	NA
1944603257	12030906	19798	JADBUP010000064.1	1	19798	56503169	microviridin	NA
523384649	2720339	26362	LMVE01000009.1	6534	32895	12942684	nrps	NA
529203437	2755586	40771	MRCD01000014.1	90203	130973	13099518	nrps	NA
529331067	2756120	15608	MRCD01000162.1	1	15608	13102072	lassopeptide	NA
532950229	2777944	26096	LGSU01001496.1	1	26096	13199450	"[""t3pks"", ""t1pks"", ""nrps""]"	NA
536896334	2814603	6199	DKOB01000091.1	1	6199	13349274	terpene	NA
539942740	2833561	23988	LAGX01000106.1	1	23988	13436284	lanthipeptide-class-v	NA
539972596	2833740	4274	LAHD01000247.1	1	4274	13437101	phosphonate	NA
540026600	2834002	21851	LAHI01000084.1	1	21851	13438301	lanthipeptide-class-ii	NA
541582324	2844981	21230	NHAI01000089.1	87783	109012	13486112	lassopeptide	NA
541900647	2846864	20828	NJHS01000020.1	11544	32371	13494909	terpene	NA
541911442	2846926	44882	NJHY01000026.1	228	45109	13495187	hgle-ks	NA
542057146	2847812	20978	DF978429.1	205495	226472	13499249	terpene	NA
543086818	2854300	10619	PXPT01000143.1	12010	22628	13527867	rre-containing	NA
548221387	2894030	18226	DNGI01000533.1	1	18226	13707716	t1pks	NA
551402826	2916928	40874	RDXH01000223.1	1	40874	13813887	t1pks	NA
551459470	2917399	3684	REAK01000012.1	1	3684	13816133	resorcinol	NA
561825822	2988364	15404	QMEC01000173.1	1	15404	14136847	napaa	NA
635339657	3482412	44752	NZ_LAHB01000030.1	67405	112156	16342826	lanthipeptide-class-v	NA
635340935	3482416	42655	NZ_LAHB01000030.1	120938	163592	16342849	nrps-like	NA
635342096	3482422	20294	NZ_LAHB01000030.1	185424	205717	16342868	microviridin	NA
635352053	3482476	42278	NZ_LAHC01000073.1	1	42278	16343139	"[""t1pks"", ""hgle-ks""]"	NA
637214487	3493081	38031	NZ_PVWG01000020.1	37585	75615	16393612	"[""nrps"", ""terpene""]"	NA
637227303	3493154	8696	NZ_PVWO01000234.1	1	8696	16393966	"[""nrps"", ""t1pks""]"	NA
643981272	3546273	28543	CALMVQ010000127.1	1	28543	16609976	nrps	NA
643985450	3546300	19367	CALMVQ010000240.1	1	19367	16610091	nrps-like	NA
913255885	5399157	20933	CANGSH010000016.1	4182	25114	25188174	terpene	NA
913263907	5399213	6950	CANGSH010000222.1	1	6950	25188422	lap	NA
914176107	5404667	27109	CANLUB010000018.1	1	27109	25213341	"[""nrps"", ""t1pks""]"	NA
927452962	5481432	1999	CAIJFA010000232.1	1	1999	25566911	t3pks	NA
930157619	5496846	9536	CAIOCZ010000165.1	65437	74972	25637740	ripp-like	NA
933619565	5516808	46651	CAIXBB010000045.1	24128	70778	25729074	nrps	NA
934574650	5522278	27229	CAIZKS010000287.1	5862	33090	25754094	nrps	NA
953468684	5631323	15488	CAKZHE010000106.1	1	15488	26254051	nrps	NA
954777518	5638994	3966	CALMNU010000275.1	1	3966	26289003	rre-containing	NA
954777763	5639002	2485	CALMNU010000716.1	1	2485	26289035	nrps-like	NA
1216675718	7276140	47194	LWSY01000013.1	76824	124017	33976183	hgle-ks	NA
1296191755	7761203	24171	JADQBA010000131.1	1	24171	36335783	hgle-ks	NA
1319731212	7913385	40216	LYXA01000001.1	26358	66573	37068302	lanthipeptide-class-v	NA
1319731680	7913388	42323	LYXA01000001.1	857859	900181	37068316	lanthipeptide-class-v	NA
1319732080	7913391	41152	LYXA01000001.1	1166483	1207634	37068330	arylpolyene	NA
1319732444	7913392	18710	LYXA01000001.1	1264865	1283574	37068335	terpene	NA
1319732552	7913393	77985	LYXA01000001.1	1362312	1440296	37068339	"[""t1pks"", ""nrps-like""]"	NA
1319733078	7913394	21277	LYXA01000001.1	1452942	1474218	37068344	terpene	NA
1319733245	7913396	20933	LYXA01000001.1	2538700	2559632	37068353	terpene	NA
1319734004	7913403	46861	LYXA01000001.1	3284980	3331840	37068380	hgle-ks	NA
1319734306	7913404	77644	LYXA01000001.1	3736501	3814144	37068385	nrps	NA
1319735396	7913407	49717	LYXA01000001.1	3913439	3963155	37068397	"[""t1pks"", ""hgle-ks""]"	NA
1329539693	7990609	29798	MBQX01000077.1	1	29798	37407992	lanthipeptide-class-v	NA
1334381441	8029664	2730	CAQL01000169.1	1	2730	37578791	nrps	NA
1334382040	8029672	2192	CAQL01000552.1	1	2192	37578828	nrps	NA
1338110397	8058387	13306	CAKZYM010001172.1	1	13306	37705350	terpene	NA
1338586643	8061852	21269	JFLW01000003.1	125976	147244	37720471	terpene	NA
1345279338	8107582	15368	AESD01000268.1	1	15368	37925259	"[""nrps"", ""nrps-like""]"	NA
1369599027	8272934	22828	JADEXI010000014.1	1	22828	38670487	"[""nrps"", ""nrps-like""]"	NA
1369897035	8275098	49308	JAHHIK010000063.1	1	49308	38679850	"[""nrps"", ""t1pks""]"	NA
1370150903	8277077	19307	MOLN01000019.1	31093	50399	38688322	terpene	NA
1377483496	8331191	20942	NHJU02000051.1	7256	28197	38927519	terpene	NA
1390286609	8440027	45637	BLJI01000015.1	39786	85422	39408246	"[""nrps-like"", ""t1pks""]"	NA
1396971217	8506615	20393	JACQYI010000052.1	2335	22727	39696394	phenazine	NA
1399536523	8529685	20909	JAEPLL010000001.1	426235	447143	39795794	terpene	NA
1400973189	8541772	21947	SFAG01000063.1	37980	59926	39848280	terpene	NA
1401265440	8544221	15047	PHFO01000027.1	7108	22154	39859105	"[""proteusin"", ""lanthipeptide-class-ii""]"	NA
1403434643	8562114	3485	JAQMTI010000040.1	1	3485	39937862	nrps	NA
1403748222	8564411	37952	JAQMTQ010000042.1	1	37952	39948029	t1pks	NA
1404552081	8570717	20414	JAHHHL010000026.1	10256	30669	39976025	phenazine	NA
1405745491	8580441	3138	JAQMSZ010000283.1	1	3138	40018846	terpene	NA
1405944881	8581988	18813	JAGHZL010000040.1	13384	32196	40025661	cdps	NA
1406171813	8584021	9406	JAQMTU010000119.1	1	9406	40034593	ladderane	NA
1406262956	8584797	46311	JAQMTX010000259.1	9451	55761	40037972	"[""t1pks"", ""nrps-like""]"	NA
1406651688	8587691	16598	WBKN01000105.1	1	16598	40050701	nrps-like	NA
1406690651	8588020	8893	JACVRP010000130.1	1	8893	40052133	terpene	NA
1407578125	8594818	31548	JAPZQM010000202.1	1	31548	40081852	nrps	NA
1411182380	8621949	6247	JANQIW010000125.1	1	6247	40201310	terpene	NA
1411516279	8624646	21212	QCUG01000007.1	2488	23699	40212927	terpene	NA
1411562282	8624945	5069	JACJOL010000116.1	1	5069	40214254	nrps	NA
1411958434	8628089	20933	JAGQBF010000020.1	27452	48384	40227807	terpene	NA
1412001334	8628433	7987	JAGQBG010000144.1	1	7987	40229303	terpene	NA
1412168582	8629698	11872	JAOONW010000016.1	987	12858	40234820	terpene	NA
1413930152	8643324	14585	CANKEV010000023.1	3955	18539	40293657	terpene	NA
1414358545	8646570	20933	JACJQS010000035.1	23623	44555	40307764	terpene	NA
1414562786	8648124	66860	BLZO01000013.1	14791	81650	40314527	t1pks	NA
1415647435	8656027	23896	JACJRK010000002.1	176847	200742	40349267	lassopeptide	NA
1415698128	8656365	20912	JACJRT010000014.1	8123	29034	40350792	terpene	NA
1416752873	8663937	45940	JACJSJ010000002.1	79983	125922	40384044	nrps	NA
1416819302	8664363	5281	RECT01000382.1	1	5281	40385939	terpene	NA
1416944131	8665334	59701	JACJSS010000015.1	5574	65274	40390240	nrps	NA
1417204060	8667171	18758	JACKZR010000653.1	1	18758	40398270	"[""t1pks"", ""hgle-ks""]"	NA
1417322668	8668065	8063	JAAUOR010000254.1	1	8063	40402185	nrps	NA
1417325295	8668108	3098	JAAUOR010000958.1	1	3098	40402386	terpene	NA
1417410534	8668777	83173	JACKZS010000006.1	9567	92739	40405276	"[""nrp-metallophore"", ""nrps"", ""t1pks""]"	NA
1417418365	8668814	22753	JACKZS010000128.1	1	22753	40405453	nrps-like	NA
1417628631	8670336	44643	JAAVVX010000019.1	1	44643	40412136	"[""nrps"", ""betalactone""]"	NA
1417698767	8670809	22103	JAAVVY010000053.1	2745	24847	40414197	lap	NA
1417894965	8672152	5138	JAQMSV010000083.1	1	5138	40420128	cyanobactin	NA
1419259713	8682268	9973	JACJUP010000111.1	1	9973	40464508	terpene	NA
1419876894	8686863	46057	JACXWX010000032.1	2855	48911	40484480	t1pks	NA
1422314274	8704492	21212	QCLA01000009.1	3747	24958	40561668	terpene	NA
1445948228	8854947	11697	QBVM01000003.1	1	11697	41257928	terpene	NA
1454366317	8908038	14681	PVWD01000150.1	1	14681	41508140	terpene	NA
1454439352	8908478	24885	PVWJ01000051.1	9291	34175	41510226	nrps-like	NA
1465875666	8984102	7434	AUZM01000130.1	1	7434	41863301	t1pks	NA
1468097862	8998729	20909	JFKQ01000018.1	83242	104150	41929736	terpene	NA
1507454560	9250343	21233	QCVO01000001.1	10310	31542	43117022	terpene	NA
1507998512	9253770	20909	QCPV01000006.1	21414	42322	43133351	terpene	NA
1581978486	9731165	11191	SFBZ01000058.1	1	11191	45451741	terpene	NA
1582080401	9731824	6527	SFBW01000111.1	1	6527	45454934	nrps	NA
1582249661	9732881	4086	SFBT01000098.1	1	4086	45460057	lanthipeptide-class-v	NA
1582759328	9736154	70566	SFBD01000115.1	1	70566	45476016	"[""nrps"", ""t1pks"", ""nrps-like""]"	NA
1632374316	10055384	3009	JAAUUS010000647.1	1	3009	47023739	nrps-like	NA
1635795793	10078435	22059	JAAUOP010000005.1	15783	37841	47134813	"[""spliceotide"", ""rre-containing""]"	NA
1682772974	10381566	25736	JAAHGG010000018.1	3662	29397	48603603	"[""cyanobactin"", ""ripp-like""]"	NA
1682948204	10382698	8064	JAAHFR010000162.1	802	8865	48609093	ripp-like	NA
1724991765	10659213	27878	JACYMA010000299.1	18717	46594	49947283	hgle-ks	NA
1737107604	10741511	42296	JACJPF010000037.1	4367	46662	50344088	lanthipeptide-class-v	NA
1737212210	10742184	11709	JACJPH010000006.1	1	11709	50347343	terpene	NA
1737215645	10742204	16398	JACJPH010000077.1	1	16398	50347437	terpene	NA
1738057803	10747904	6213	JACJQT010000135.1	1	6213	50374834	nrps	NA
1738528965	10750866	48576	JACJRN010000006.1	34867	83442	50389035	"[""nrps-like"", ""nrps""]"	NA
1739611015	10758052	59701	JACJSR010000019.1	1572	61272	50423631	nrps	NA
1739784668	10759184	47143	JACJTC010000014.1	23418	70560	50429063	hgle-ks	NA
1747800216	10811689	2865	JACVSN010000369.1	1	2865	50680910	"[""spliceotide"", ""rre-containing""]"	NA
1757677227	10878687	43187	WBKM01000366.1	1	43187	51002853	nrps	NA
1764526964	10924360	7829	JADEXW010000231.1	1	7829	51221662	lanthipeptide-class-v	NA
1764577797	10924659	26841	JADEXM010000009.1	8980	35820	51223111	t3pks	NA
1764578842	10924665	22764	JADEXM010000039.1	1	22764	51223139	nrps	NA
1764744806	10925874	27162	JADEWT010000006.1	15282	42443	51228898	cyanobactin	NA
1764920203	10926975	20816	JADEVW010000001.1	43141	63956	51234229	terpene	NA
1775883590	10983563	7258	CAIJ01000262	1	7258	51504475	spliceotide	NA
1815494135	11195831	27117	Ga0338015_006	1	27117	52515329	nrps	NA
1815498881	11195858	1635	Ga0338015_182	1	1635	52515455	proteusin	NA
1821425487	11224857	25748	EU603720	1	25748	52654019	"[""t1pks"", ""nrps""]"	NA
1828251229	11257489	42299	Ga0444002_102	116340	158638	52810249	lanthipeptide-class-v	NA
1840243687	11331247	14354	JAGXAB010000018.1	21005	35358	53161505	phosphonate	NA
1841229532	11338378	20909	JAEPLS010000001.1	257670	278578	53195597	terpene	NA
1845328335	11367388	21257	JADHMY010000003.1	61492	82748	53334031	terpene	NA
1896210946	11713349	24573	JAAVWA010000050.1	1	24573	54990741	nrps-like	NA
1903737741	11762903	13450	JAHHHR010000038.1	64627	78076	55228923	terpene	NA
1904753878	11769607	20315	JAHHGX010000088.1	6597	26911	55261085	proteusin	NA
1907617006	11787763	1848	JAAHBQ010000149.1	1	1848	55347751	nrps	NA
1915281691	11837755	41116	JADBWO010000008.1	24641	65756	55585933	t3pks	NA
1943084933	12020838	26313	JADBVR010000081.1	1	26313	56455223	"[""nrps-like"", ""t1pks""]"	NA
1943331189	12022490	9649	JADBVL010000202.1	1	9649	56463018	lap	NA
1944260199	12028631	24142	JADBUV010000030.1	1	24142	56492309	t1pks	NA
1945058053	12033872	25499	JADBUF010000064.1	1	25499	56517272	cyanobactin	NA
